formulary_name,med_name_generic,med_action_dose_unit,volume_given,count
antihemophilic factor 8 recombinant 3000 units,factor 8 (Kogenate),Not Recorded,none,86
antihemophilic factor 8 recombinant 500 units,factor 8,Not Recorded,none,59
antihemophilic factor 8 recombinant 500 units,factor 8 (Kogenate),Not Recorded,none,3
antihemophilic factor-von Willebrand 500 units,antihemophilic F8-von Willebrand,Not Recorded,none,10
antihemophilic factor-von Willebrand 500 units (HUMATE P),antihemoph F8-vonWill HUMATE P,Not Recorded,none,2
antihemophilic factor-von Willebrand 500 units (HUMATE P),antihemophilic F8-von Willebrand,Not Recorded,none,1
antihemophilic factor-von Willebrand factor (WILATE) 1000U,antihemoph-vonwillebrand (WILATE),Not Recorded,none,137
antihemophilic factor-von Willebrand factor (WILATE) 500U,antihemoph-vonwille WILATE,Not Recorded,none,7
antihemophilic factor-von Willebrand factor 1000 units,antihemophilic F8-von Willebrand,Not Recorded,none,46
antihemophilic factor-von Willebrand factor 1000 units (HUMATE P),antihemoph F8-vonWill HUMATE P,Not Recorded,none,19
antihemophilic factor-von Willebrand factor 1000 units (HUMATE P),antihemophilic F8-von Willebrand,Not Recorded,none,57
antihemophilic factor-von Willebrand factor 1600 units,antihemophilic F8-von Willebrand,Not Recorded,none,48
antihemophilic factor-von Willebrand factor 1600 units (HUMATE P),antihemoph F8-vonWill HUMATE P,Not Recorded,none,2
antihemophilic factor-von Willebrand factor 1600 units (HUMATE P),antihemophilic F8-von Willebrand,Not Recorded,none,1
antihemophilic factor-von Willebrand factor 2400 units,antihemophilic factor-von Willebrand factor,Not Recorded,none,8
aprepitant 130 mg inj,aprepitant,Not Recorded,none,2260
arsenic trioxide 1 mg/mL 10 mL inj,arsenic trioxide,Not Recorded,,941
arsenic trioxide 2 mg/mL injection,arsenic trioxide,Not Recorded,none,230
artesunate 110 mg IV inj,artesunate,Not Recorded,none,7
atropine-diphenoxylate 5 mg/10 mL UD liq,atropine-diphenoxylate,Not Recorded,,1
aztreonam 1 gm inj,aztreonam,Not Recorded,none,2902
aztreonam 2 gm inj,aztreonam,Not Recorded,none,4321
bendamustine 45 mg/0.5mL inj,bendamustine,Not Recorded,,5
bevacizumab-awwb 100mg/4mL inj,bevacizumab-awwb(MVASI),Not Recorded,,1
bevacizumab-awwb 400mg/16mL inj,bevacizumab-awwb(MVASI),Not Recorded,,1
"bottle, sterile","bottle, sterile",Not Recorded,none,56
cabazitaxel 60 mg/6 mL inj,cabazitaxel,Not Recorded,,1
calcium carbonate 1250 mg (500 mg elemental) tab,calcium carbonate,Not Recorded,,2
calcium gluconate 1 gm/100 mL NS IVPB,calcium gluconate/NS,Not Recorded,,1138
calcium gluconate 1 gm/50 mL IVPB,calcium gluconate,Not Recorded,,735
calcium gluconate 1 gm/50 mL NS IVPB,calcium gluconate NS,Not Recorded,,5
calcium gluconate 10gm/100ml inj,calcium gluconate,Not Recorded,,71
calcium gluconate 2 gm/100 mL NS IVPB,calcium gluconate/NS,Not Recorded,,254
calcium gluconate 3 gm/100 mL NS IVPB,calcium gluconate/NS,Not Recorded,,5
calcium gluconate 5 gm/50 mL inj,calcium gluconate,Grams/Hour,,116539
cangrelor 50 mg inj,cangrelor,Microgram/Kilogram/Minute,none,8489
caplacizumab-yhdp 11 mg kit,caplacizumab-yhdp,Not Recorded,none,2
carfilzomib 10 mg inj,carfilzomib,Not Recorded,none,2
casirivimab 1332mg inj,casirivimab,Not Recorded,none,1
casirivimab 1332mg inj,casirivimab REGN 10933,Not Recorded,none,15
casirivimab 300mg inj,casirivimab REGN10933,Not Recorded,none,147
casirivimab-imdevimab 600 mg-600 mg/10 mL inj,casirivimab-imdevimab,Not Recorded,,36
casirivimab-imdevimab 600 mg-600 mg/10 mL inj,casirivimab-imdevimab 600-600mg,Not Recorded,,243
ceFAZolin 1 gm in NS 50mL ivpb,ceFAZolin in NS,Not Recorded,,11625
ceFAZolin 2 gm/50 mL IVPB,ceFAZolin,Not Recorded,,1068
ceFAZolin 2 gm/60 mL D5W IVPB,ceFAZolin,Not Recorded,,1491
cefEPIME 1gm inj,cefEPIME,Not Recorded,none,20943
cefEPIME 2gm inj,cefEPIME,Not Recorded,none,162213
cefOXiitin 1 gm inj,cefOXitin,Not Recorded,none,1255
cefOXiitin 1 gm inj,cefoxitin,Not Recorded,none,2105
cefOXiitin 2 gm inj,cefOXitin,Not Recorded,none,4325
cefOXiitin 2 gm inj,cefoxitin,Not Recorded,none,3556
cefTAZIDime 1gm inj,cefTAZIDime,Not Recorded,none,25474
cefTAZIDime 2gm inj,cefTAZIDime,Not Recorded,none,91054
cefTRIAXone 1 gm IV inj,cefTRIAXone,Not Recorded,none,75020
cefTRIAXone 1gm IM inj,cefTRIAXone,Not Recorded,none,350
cefTRIAXone 1gm IM inj,ceftriaxone,Not Recorded,none,8779
cefTRIAXone 2 gm IM inj,cefTRIAXone,Not Recorded,none,67
cefTRIAXone 2 gm inj,cefTRIAXone,Not Recorded,none,137856
cefTRIAXone 2 gm inj,ceftriaxone,Not Recorded,none,3877
cefTRIAXone 500mg IM inj,cefTRIAXone,Not Recorded,none,40
cefaZOLIN 1 gm OR syringe,cefaZOLIN,Not Recorded,none,107336
cefaZOLIN 1 gm inj,cefaZOLIN,Not Recorded,none,174682
cefaZOLIN 1 gm/50 mL Iso-Dex,cefaZOLIN in Iso-Dex,Not Recorded,,2168
cefaZOLIN 2 g/20 mL OR syringe,ceFAZolin,Not Recorded,,4
cefaZOLIN 2 g/20 mL OR syringe,cefaZOLIN,Not Recorded,,2
cefaZOLIN 2 gm OR syringe,cefaZOLIN,Not Recorded,none,32
cefaZOLIN 500 mg inj,cefaZOLIN,Not Recorded,none,1081
cefepime 2 gm/NS 50 mL IVPB,cefepime,Not Recorded,,842
cefiderocol 1 gm inj,cefiderocol,Not Recorded,none,1019
chlorproMAZINE 50 mg/2mL inj,chlorproMAZINE,Not Recorded,,306
clindamycin 6mg/1mL/NS neonate syringe,clindamycin in NS syringe,Not Recorded,,16
clofarabine 20 mg/20mL inj,clofarabine,Not Recorded,,19
coagulation factor IX recombinant 1000 units,factor 9,Not Recorded,none,10
coagulation factor IX recombinant 2000 units,factor 9,Not Recorded,none,2
coagulation factor IX recombinant 3000 units,factor 9,Not Recorded,none,89
coagulation factor IX recombinant inj,coagulation factor IX,Not Recorded,none,7
"coagulation factor Xa (recombinant), inactivated-zhzo (ANDEXXA)",coagulation factor Xa,Milligram/Hour,none,53
cytarabine lipo-daunorub lipo 100mg-44mg,cytarabine liposomal-daunorubicin liposomal,Not Recorded,none,3
cytarabine lipo-daunorub lipo 100mg-44mg,cytarabine-daunorubicin lipo,Not Recorded,none,151
deferoxamine 2 gm inj,deferoxamine,Not Recorded,none,5
defibrotide 80 mg/mL 2.5ml inj,defibrotide,Not Recorded,,91
dexamethasone 10 mg/mL 1 mL PF injection,dexamethasone,Not Recorded,,7428
dexamethasone 10 mg/mL 1 mL PF injection,dexamethasone.,Not Recorded,,4235
dexamethasone 10 mg/mL 1 mL inj,dexamethasone,Not Recorded,,1718
dilTIAZem 5 mg/mL ADD,dilTIAZem,Milligram/Hour,none,87
droperidol 0.625 mg/mL/NS syr,droperidol,Not Recorded,none,361
"epoprostenol 750,000 ng (0.75mg) inhale (Veletri)",epoprostenol,Not Recorded,none,11
eravacycline 50 mg inj,eravacycline,Not Recorded,none,1047
esmolol 10 mg/mL bolus from bag,esmolol,Not Recorded,none,19
fentaNYL 2 mcg/mL-ropiv 0.2% EPIDURAL 50mL,fentanyl-ropivacaine 0.2%,Not Recorded,,3
fentaNYL 50 mcg/1 mL inj,fentaNYL,Not Recorded,,2258
fentanyl 500 mcg/50 mL PCA,fentaNYL pca,Not Recorded,,1
fentanyl 600 mcg/60 mL PCA,fentanyl pca,Not Recorded,,49
fluconazole 40 mg/mL UD Liquid,fluconazole,Not Recorded,none,4
gabapentin 300 mg/6 mL liq UD,gabapentin,Not Recorded,,2
ganciclovir 2000 mcg/0.1 mL intravitreal inj,ganciclovir,Not Recorded,,2
gemtuzumab ozogamicin 4.5 mg/4.5 mL inj,gemtuzumab ozogamicin,Not Recorded,,44
glucarpidase 1000 units inj,glucarpidase,Not Recorded,none,1
glycopyrrolate 0.2 mg/mL 2 mL syringe,glycopyrrolate,Not Recorded,,2
hePARIN Vas-Cath 1000 unit(s)/mL,hePARIN vascath,Not Recorded,none,324
hemin 350 mg inj,hemin,Not Recorded,none,76
heparin 100 units/mL re-bolus from bag,heparin,Not Recorded,none,214
heparin 5000 units inhale,heparin,Not Recorded,none,15
heparin 5000 units inhale,heparin inhale,Not Recorded,none,1
hepatitis B immune globulin /NS IVPB,hepatitis B immune glob./NS,Not Recorded,none,132
hepatitis B immune globulin /NS IVPB,hepatitis B immune globulin/NS IVPB,Not Recorded,none,9
imdevimab 1332mg inj,imdevimab,Not Recorded,none,1
imdevimab 1332mg inj,imdevimab REGN10987,Not Recorded,none,15
imdevimab 300mg inj,imdevimab REGN10987,Not Recorded,none,147
immune globulin intravenous 10% 10g (Gammagard S/D Low IgA),immune globulin intravenous 10%,Not Recorded,none,33
immune globulin intravenous 10% 5g (Gammagard  S/D Low IgA),immune globulin intravenous 10%,Not Recorded,none,5
inFLIXimab-dyyb (Inflectra) 100 mg inj,inFLIXimab-dyyb,Not Recorded,none,40
inFLIXimab-dyyb (Inflectra) 100 mg inj,inFLIXimab-dyyb (Inflectra),Not Recorded,none,169
indocyanine green 25 mg,indocyanine green,Not Recorded,none,2416
influenza virus vaccine (Fluarix) 0.5mL inj,influenza virus 0.5 mL vaccine,Not Recorded,,1
inotuzumab 0.9 mg/3.6 mL inj,inotuzumab ozogamicin,Not Recorded,,11
insulin isophane (NPH) 100 units/mL,insulin isophane (NPH),Not Recorded,none,1
insulin isophane-regular 70u-30u/mL inj 3 mL,insulin isophane-insulin regular,Not Recorded,,2
insulin lispro 10 unit(s)/mL OR syringe,insulin lispro,Not Recorded,none,214
insulin lispro 10 unit(s)/mL OR syringe,insulin lispro OR,Not Recorded,none,278
insulin lispro 100 unit/mL inj,insulin lispro,Not Recorded,none,335
insulin lispro 100 units/mL inj.,insulin lispro,Not Recorded,none,80
insulin pump patient - lispro,insulin pump patient - lispro,Not Recorded,none,1
insulin pump patient - regular,insulin pump patient - regular,Not Recorded,none,5
insulin regular 1 unit/mL bolus from bag,insulin regular,Not Recorded,none,98
insulin regular 100 units/mL inj 3 mL,insulin regular,Not Recorded,,25431
insulin regular OR SYR 1unit(s)/mL 10mL,insulin reg human,Not Recorded,,5577
insulin regular OR SYR 1unit(s)/mL 10mL,insulin regular OR,Not Recorded,,2940
ketamine 50 mg/5 mL-NaCl 0.9% solu,ketamine,Not Recorded,,3
ketamine Bolus from bag,ketamine Bolus from bag,Not Recorded,none,231
labetalol 200 mg/40 mL ADD,labetalol,Milligrams/Minute,,2833
labetalol 200 mg/40 mL inj,labetalol,Not Recorded,,15
leucovorin 500 mg/50mL inj,leucovorin,Not Recorded,,55
levETIRAcetam 100 mg/mL ped oral syringe,levETIRAcetam,Not Recorded,none,1
leveTIRACETAM 500 mg tab,leveTIRACETAM,Not Recorded,,6
levothyroxine 100 mcg (0.1 mg) inj.,levothyroxine,Not Recorded,none,35654
levothyroxine 100 mcg (0.1 mg) pwd inj,levothyroxine,Not Recorded,none,757
levothyroxine 100 mcg (0.1 mg)/5 mL inj,levothyroxine,Not Recorded,,1760
lidocaine 1% inj 50mL,lidocaine,Not Recorded,,1
lidocaine 1% inj for local anesthesia,lidocaine 1%,Not Recorded,none,34
lidocaine 1% preservative-free inj 10mL,lidocaine 1%,Not Recorded,,4
lidocaine 2% inj for local anesthesia,lidocaine 2%,Not Recorded,none,2
liothyronine 10 mcg/mL inj,liothyronine,Not Recorded,none,125
melphalan 50 mg inj (EVOMELA),melphalan (EVOMELA),Not Recorded,none,160
meropenem 1000 mg/ 50 mL NS IVPB,meropenem,Not Recorded,,2405
meropenem 20mg/mL/NS neonate syringe,meropenem in NS syringe,Not Recorded,none,170
meropenem-vaborbactam 2gm inj,meropenem-vaborbactam,Not Recorded,none,1055
methadone 10 mg/mL ADULT oral conc,methadone,Not Recorded,none,1
methocarbamol 1000 mg/100 mL NS IVPB,methocarbamol in NS,Not Recorded,,1026
methocarbamol 500 mg/50 mL NS IVPB,methocarbamol in NS,Not Recorded,,589
methylPREDNISolone 8 mg tab,methylPREDNISolone,Not Recorded,,6
metroNIDAZOLE 5mg/ml CMPD,metroNIDAZOLE / NS,Not Recorded,none,968
midazolam (HIGH CONCENTRATION) 5 mg/mL inj   2 mL,midazolam,Not Recorded,,1233
midazolam (HIGH CONCENTRATION) 5 mg/mL pf  1 mL inj,midazolam,Not Recorded,,1346
morphine 50 mg/50 mL PCA/NCA,morphine PCA,Not Recorded,,7592
morphine 50 mg/mL 20 mL inj,morphine,Not Recorded,,188
nf bulk,nf bulk,Not Recorded,none,15
nf chemo,nf chemo,Not Recorded,none,1511
nf ivpb,nf ivpb,Not Recorded,none,9203
nf med,nf med,Not Recorded,none,4802
nitroglycerin 0.2 mg/mL 3 mL syr CATH LAB,nitroglycerin,Not Recorded,,17
nitroglycerin 10 mg/50 mL D5W CATH LAB,nitroglycerin 10 mg/50 mL CATH LAB,Not Recorded,,272
nitroglycerin 25mg/250mL drip (100mcg/mL) for Cath Lab,nitroglycerin,Not Recorded,,30
nitroprusside 25 mg/250 mL NS Drip CATH LAB,nitroprusside 25 mg drip CATH LAB,Not Recorded,,25
nivolumab 10 mg/mL 4 mL inj,nivolumab,Not Recorded,,3
nn-levETIRAcetam 5 mg/mL NS Neonate Syringe,levETIRAcetam NS syringe,Not Recorded,none,1
nn-morphine 10 mg/mL ADD,morphine,Milligram/Kilogram/Hour,none,95
obinutuzumab 1000 mg/40mL,obinutuzumab,Not Recorded,,10
omadacycline 100 mg inj,omadacycline,Not Recorded,none,125
oxymetazoline 0.05% nasal spray 30 mL,oxymetazoline nasal,Not Recorded,,182
oxytocin 30 units/500 mL Infusion,oxytocin infusion,Not Recorded,,5386
pamidronate 60 mg/10mL injection,pamidronate,Not Recorded,,15
papaverine 30 mg/mL 2mL inj,papaverine,Not Recorded,,2
patisiran 10 mg/5 mL inj,patisiran,Not Recorded,,2
phytonadione  (Vit K) 10 mg/mL inj,phytonadione,Not Recorded,none,1089
piperacillin-tazobactam 4.5 gm / 100 mL IVPB (EUH),piperacillin-tazobactam,Not Recorded,,4085
potassium chloride 10 mEq/100 mL NS IVPB,potassium chloride,Not Recorded,,288
potassium chloride 10 mEq/100 mL NS IVPB,potassium chloride in NS,Not Recorded,,2634
potassium chloride 10 mEq/5 mL (2mEq/mL) inj,potassium chloride,Not Recorded,,11
potassium chloride 20 mEq/50 mL NS IVPB,potassium chloride,Not Recorded,,8
potassium chloride 20 mEq/50 mL NS IVPB,potassium chloride/NS,Not Recorded,,3608
potassium chloride 40 mEq/500 mL NS Premix,potassium chloride,Not Recorded,,1626
rasburicase 1.5 mg inj,rasburicase,Not Recorded,none,1582
ravulizumab-cwvz 300 mg/30mL inj,ravulizumab,Not Recorded,,1
remdesivir 100 mg / 20 mL inj,remdesivir,Not Recorded,,28719
remdesivir 100 mg/250 mL IVPB,remdesivir,Not Recorded,,1594
riTUXimab (Rituxan) 100 mg inj,riTUXimab,Not Recorded,none,20
riTUXimab (Rituxan) 100 mg inj,riTUXimab (Rituxan),Not Recorded,none,27
riTUXimab (Rituxan) 500 mg inj,riTUXimab,Not Recorded,none,17
riTUXimab (Rituxan) 500 mg inj,riTUXimab (Rituxan),Not Recorded,none,11
riTUXimab 100 mg inj,RiTUXimab,Not Recorded,none,527
riTUXimab 100 mg inj,riTUXimab,Not Recorded,none,3246
riTUXimab 500 mg inj,riTUXimab,Not Recorded,none,233
riTUXimab 500 mg inj,rituximab,Not Recorded,none,21
riTUXimab-abbs (Truxima) 100 mg inj,riTUXimab-abbs,Not Recorded,none,412
riTUXimab-abbs (Truxima) 100 mg inj,riTUXimab-abbs (Truxima),Not Recorded,none,591
riTUXimab-abbs (Truxima) 500 mg inj,riTUXimab-abbs,Not Recorded,none,82
riTUXimab-abbs (Truxima) 500 mg inj,riTUXimab-abbs (Truxima),Not Recorded,none,77
sildenafil 10 mg / 12.5 mL inj. neonate syringe,sildenafil,Not Recorded,,1
sodium bicarbonate 2.5 mEq / 5 mL vial,sodium bicarbonate,Not Recorded,,49
sodium chloride 0.9% injection 20mL,sodium chloride 0.9%,Not Recorded,,36
sotrovimab 500 mg/8 mL inj,sotrovimab,Not Recorded,,8
"syringe, IV","syringe, IV",Not Recorded,none,175
tagraxofusp-erzs 1000 mcg inj,tagraxofusp,Not Recorded,none,15
tedizolid 200 mg inj,tedizolid,Not Recorded,none,8
ticagrelor 60 mg tab,ticagrelor,Not Recorded,,1
tirofiban 12.5 mg/250 mL NS Drip CATH LAB,tirofiban in ns,Not Recorded,,2259
tirofiban 250 mcg/mL 15 mL inj CATH LAB,tirofiban,Not Recorded,,7
tirofiban 5mg/100ml Vial CATH LAB ONLY,tirofiban,Not Recorded,,9
tranexamic acid 500mg/5mL TOPICAL solution,tranexamic acid,Not Recorded,,16
trastuzumab dkst 150 mg inj,trastuzumab-dkst (Ogivri),Not Recorded,none,1
trastuzumab-dkst 420 mg inj,trastuzumab-dkst (Ogivri),Not Recorded,none,1
treprostinil diluent 50ml vial,treprostinil diluent,Not Recorded,,79
vancomycin 125 mg/2.5 mL Oral soln.,vancomycin,Not Recorded,,1
vancomycin 750 mg/250 mL NS IVPB,vancomycin,Not Recorded,,228
vancomycin 750 mg/250 mL NS IVPB,vancomycin/ns,Not Recorded,,326
vasopressin 1 unit/0.05 mL neonate ADD,vasopressin,Not Recorded,,8
von Willebrand factor recombinant 900-1700 units,von Willebrand factor,Not Recorded,none,8
zzzD5W 250mL (Polyolefin) for chemo,d5w (polyolefin),Not Recorded,,1
zzzD5W 50 mL IV bag for chemo,d5w,Not Recorded,,127
zzzD5W 500 mL (Polyolefin) for chemo,d5w (polyolefin) for chemo,Not Recorded,,19
zzzD5W 500 mL (Polyolefin) for chemo,zzzd5w (polyolefin) for chemo,Not Recorded,,4
zzzHYDROmorphone PCA/NCA 1 mg/mL /NS syr,HYDROmorphone PCA/NCA 1 mg/ml NS syr,Not Recorded,none,702
zzzHYDROmorphone PCA/NCA 1 mg/mL /NS syr,zzzHYDROmorphone PCA/NCA 1 mg/ml NS syr,Not Recorded,none,2
zzzMethylPREDNISolone 2.5mg/mL/NS neonate syringe,methylPREDNISolone in NS syringe,Not Recorded,none,1
zzzNS 100 mL IV bag for chemo,nacl 0.9%,Not Recorded,,142
zzzNS 1000 mL IV bag for chemo,ns,Not Recorded,,70
zzzNS 250 mL IV bag for chemo,nacl 0.9%,Not Recorded,,373
zzzNS 250mL (Polyolefin) for chemo,nacl 0.9% (polyolefin),Not Recorded,,5
zzzNS 500mL (Polyolefin) for chemo,nacl 0.9% (polyolefin),Not Recorded,,110
zzzPRMX ketamine 400 mg Drip DBL (FOR ICU),ketamine drip,Not Recorded,none,86
zzzQuinidine Gluc 80 mg/mL 10mL inj,quiNIDine,Not Recorded,,562
zzzcisatracurium 2 mg/mL 5 mL inj,cisatracurium,Not Recorded,,36
zzzondansetron 4 mg/2 mL inj..,ondansetron,Not Recorded,,2
zzzondansetron 4 mg/2 mL inj..,zzzondansetron,Not Recorded,,6
zzzondansetron 4 mg/2 mL inj..,zzzondansetron..,Not Recorded,,2
