formulary_name,med_name_generic,med_action_dose_unit
"bottle, sterile","bottle, sterile",56
cabazitaxel 60 mg/6 mL inj,cabazitaxel,1
calcium carbonate 1250 mg (500 mg elemental) tab,calcium carbonate,2
calcium gluconate 1 gm/100 mL NS IVPB,calcium gluconate/NS,1138
calcium gluconate 1 gm/50 mL IVPB,calcium gluconate,735
calcium gluconate 1 gm/50 mL NS IVPB,calcium gluconate NS,5
calcium gluconate 10gm/100ml inj,calcium gluconate,71
calcium gluconate 2 gm/100 mL NS IVPB,calcium gluconate/NS,254
calcium gluconate 3 gm/100 mL NS IVPB,calcium gluconate/NS,5
calcium gluconate 5 gm/50 mL inj,calcium gluconate,116539
cangrelor 50 mg inj,cangrelor,8489
caplacizumab-yhdp 11 mg kit,caplacizumab-yhdp,2
carfilzomib 10 mg inj,carfilzomib,2
casirivimab 1332mg inj,casirivimab,1
casirivimab 1332mg inj,casirivimab REGN 10933,15
casirivimab 300mg inj,casirivimab REGN10933,147
casirivimab-imdevimab 600 mg-600 mg/10 mL inj,casirivimab-imdevimab,36
casirivimab-imdevimab 600 mg-600 mg/10 mL inj,casirivimab-imdevimab 600-600mg,243
ceFAZolin 1 gm in NS 50mL ivpb,ceFAZolin in NS,11625
ceFAZolin 2 gm/50 mL IVPB,ceFAZolin,1068
ceFAZolin 2 gm/60 mL D5W IVPB,ceFAZolin,1491
cefEPIME 1gm inj,cefEPIME,20943
cefEPIME 2gm inj,cefEPIME,162213
cefOXiitin 1 gm inj,cefOXitin,1255
cefOXiitin 1 gm inj,cefoxitin,2105
cefOXiitin 2 gm inj,cefOXitin,4325
cefOXiitin 2 gm inj,cefoxitin,3556
cefTAZIDime 1gm inj,cefTAZIDime,25474
cefTAZIDime 2gm inj,cefTAZIDime,91054
cefTRIAXone 1 gm IV inj,cefTRIAXone,75020
cefTRIAXone 1gm IM inj,cefTRIAXone,350
cefTRIAXone 1gm IM inj,ceftriaxone,8779
cefTRIAXone 2 gm IM inj,cefTRIAXone,67
cefTRIAXone 2 gm inj,cefTRIAXone,137856
cefTRIAXone 2 gm inj,ceftriaxone,3877
cefTRIAXone 500mg IM inj,cefTRIAXone,40
cefaZOLIN 1 gm OR syringe,cefaZOLIN,107336
cefaZOLIN 1 gm inj,cefaZOLIN,174682
cefaZOLIN 1 gm/50 mL Iso-Dex,cefaZOLIN in Iso-Dex,2168
cefaZOLIN 2 g/20 mL OR syringe,ceFAZolin,4
cefaZOLIN 2 g/20 mL OR syringe,cefaZOLIN,2
cefaZOLIN 2 gm OR syringe,cefaZOLIN,32
cefaZOLIN 500 mg inj,cefaZOLIN,1081
cefepime 2 gm/NS 50 mL IVPB,cefepime,842
cefiderocol 1 gm inj,cefiderocol,1019
chlorproMAZINE 50 mg/2mL inj,chlorproMAZINE,306
clindamycin 6mg/1mL/NS neonate syringe,clindamycin in NS syringe,16
clofarabine 20 mg/20mL inj,clofarabine,19
coagulation factor IX recombinant 1000 units,factor 9,10
coagulation factor IX recombinant 2000 units,factor 9,2
coagulation factor IX recombinant 3000 units,factor 9,89
coagulation factor IX recombinant inj,coagulation factor IX,7
"coagulation factor Xa (recombinant), inactivated-zhzo (ANDEXXA)",coagulation factor Xa,53
cytarabine lipo-daunorub lipo 100mg-44mg,cytarabine liposomal-daunorubicin liposomal,3
cytarabine lipo-daunorub lipo 100mg-44mg,cytarabine-daunorubicin lipo,151
deferoxamine 2 gm inj,deferoxamine,5
defibrotide 80 mg/mL 2.5ml inj,defibrotide,91
dexamethasone 10 mg/mL 1 mL PF injection,dexamethasone,7428
dexamethasone 10 mg/mL 1 mL PF injection,dexamethasone.,4235
dexamethasone 10 mg/mL 1 mL inj,dexamethasone,1718
dilTIAZem 5 mg/mL ADD,dilTIAZem,87
droperidol 0.625 mg/mL/NS syr,droperidol,361
"epoprostenol 750,000 ng (0.75mg) inhale (Veletri)",epoprostenol,11
eravacycline 50 mg inj,eravacycline,1047
esmolol 10 mg/mL bolus from bag,esmolol,19
fentaNYL 2 mcg/mL-ropiv 0.2% EPIDURAL 50mL,fentanyl-ropivacaine 0.2%,3
fentaNYL 50 mcg/1 mL inj,fentaNYL,2258
fentanyl 500 mcg/50 mL PCA,fentaNYL pca,1
fentanyl 600 mcg/60 mL PCA,fentanyl pca,49
fluconazole 40 mg/mL UD Liquid,fluconazole,4
gabapentin 300 mg/6 mL liq UD,gabapentin,2
ganciclovir 2000 mcg/0.1 mL intravitreal inj,ganciclovir,2
gemtuzumab ozogamicin 4.5 mg/4.5 mL inj,gemtuzumab ozogamicin,44
glucarpidase 1000 units inj,glucarpidase,1
glycopyrrolate 0.2 mg/mL 2 mL syringe,glycopyrrolate,2
hePARIN Vas-Cath 1000 unit(s)/mL,hePARIN vascath,324
hemin 350 mg inj,hemin,76
heparin 100 units/mL re-bolus from bag,heparin,214
heparin 5000 units inhale,heparin,15
heparin 5000 units inhale,heparin inhale,1
hepatitis B immune globulin /NS IVPB,hepatitis B immune glob./NS,132
hepatitis B immune globulin /NS IVPB,hepatitis B immune globulin/NS IVPB,9
imdevimab 1332mg inj,imdevimab,1
imdevimab 1332mg inj,imdevimab REGN10987,15
imdevimab 300mg inj,imdevimab REGN10987,147
immune globulin intravenous 10% 10g (Gammagard S/D Low IgA),immune globulin intravenous 10%,33
immune globulin intravenous 10% 5g (Gammagard  S/D Low IgA),immune globulin intravenous 10%,5
inFLIXimab-dyyb (Inflectra) 100 mg inj,inFLIXimab-dyyb,40
inFLIXimab-dyyb (Inflectra) 100 mg inj,inFLIXimab-dyyb (Inflectra),169
indocyanine green 25 mg,indocyanine green,2416
influenza virus vaccine (Fluarix) 0.5mL inj,influenza virus 0.5 mL vaccine,1
inotuzumab 0.9 mg/3.6 mL inj,inotuzumab ozogamicin,11
insulin isophane (NPH) 100 units/mL,insulin isophane (NPH),1
insulin isophane-regular 70u-30u/mL inj 3 mL,insulin isophane-insulin regular,2
insulin lispro 10 unit(s)/mL OR syringe,insulin lispro,214
insulin lispro 10 unit(s)/mL OR syringe,insulin lispro OR,278
insulin lispro 100 unit/mL inj,insulin lispro,335
insulin lispro 100 units/mL inj.,insulin lispro,80
insulin pump patient - lispro,insulin pump patient - lispro,1
insulin pump patient - regular,insulin pump patient - regular,5
insulin regular 1 unit/mL bolus from bag,insulin regular,98
insulin regular 100 units/mL inj 3 mL,insulin regular,25431
insulin regular OR SYR 1unit(s)/mL 10mL,insulin reg human,5577
insulin regular OR SYR 1unit(s)/mL 10mL,insulin regular OR,2940
ketamine 50 mg/5 mL-NaCl 0.9% solu,ketamine,3
ketamine Bolus from bag,ketamine Bolus from bag,231
labetalol 200 mg/40 mL ADD,labetalol,2833
labetalol 200 mg/40 mL inj,labetalol,15
leucovorin 500 mg/50mL inj,leucovorin,55
levETIRAcetam 100 mg/mL ped oral syringe,levETIRAcetam,1
leveTIRACETAM 500 mg tab,leveTIRACETAM,6
levothyroxine 100 mcg (0.1 mg) inj.,levothyroxine,35654
levothyroxine 100 mcg (0.1 mg) pwd inj,levothyroxine,757
levothyroxine 100 mcg (0.1 mg)/5 mL inj,levothyroxine,1760
lidocaine 1% inj 50mL,lidocaine,1
lidocaine 1% inj for local anesthesia,lidocaine 1%,34
lidocaine 1% preservative-free inj 10mL,lidocaine 1%,4
lidocaine 2% inj for local anesthesia,lidocaine 2%,2
liothyronine 10 mcg/mL inj,liothyronine,125
melphalan 50 mg inj (EVOMELA),melphalan (EVOMELA),160
meropenem 1000 mg/ 50 mL NS IVPB,meropenem,2405
meropenem 20mg/mL/NS neonate syringe,meropenem in NS syringe,170
meropenem-vaborbactam 2gm inj,meropenem-vaborbactam,1055
methadone 10 mg/mL ADULT oral conc,methadone,1
methocarbamol 1000 mg/100 mL NS IVPB,methocarbamol in NS,1026
methocarbamol 500 mg/50 mL NS IVPB,methocarbamol in NS,589
methylPREDNISolone 8 mg tab,methylPREDNISolone,6
metroNIDAZOLE 5mg/ml CMPD,metroNIDAZOLE / NS,968
midazolam (HIGH CONCENTRATION) 5 mg/mL inj   2 mL,midazolam,1233
midazolam (HIGH CONCENTRATION) 5 mg/mL pf  1 mL inj,midazolam,1346
morphine 50 mg/50 mL PCA/NCA,morphine PCA,7592
morphine 50 mg/mL 20 mL inj,morphine,188
nf bulk,nf bulk,15
nf chemo,nf chemo,1511
nf ivpb,nf ivpb,9203
nf med,nf med,4802
nitroglycerin 0.2 mg/mL 3 mL syr CATH LAB,nitroglycerin,17
nitroglycerin 10 mg/50 mL D5W CATH LAB,nitroglycerin 10 mg/50 mL CATH LAB,272
nitroglycerin 25mg/250mL drip (100mcg/mL) for Cath Lab,nitroglycerin,30
nitroprusside 25 mg/250 mL NS Drip CATH LAB,nitroprusside 25 mg drip CATH LAB,25
nivolumab 10 mg/mL 4 mL inj,nivolumab,3
nn-levETIRAcetam 5 mg/mL NS Neonate Syringe,levETIRAcetam NS syringe,1
nn-morphine 10 mg/mL ADD,morphine,95
obinutuzumab 1000 mg/40mL,obinutuzumab,10
omadacycline 100 mg inj,omadacycline,125
oxymetazoline 0.05% nasal spray 30 mL,oxymetazoline nasal,182
oxytocin 30 units/500 mL Infusion,oxytocin infusion,5386
pamidronate 60 mg/10mL injection,pamidronate,15
papaverine 30 mg/mL 2mL inj,papaverine,2
patisiran 10 mg/5 mL inj,patisiran,2
phytonadione  (Vit K) 10 mg/mL inj,phytonadione,1089
piperacillin-tazobactam 4.5 gm / 100 mL IVPB (EUH),piperacillin-tazobactam,4085
potassium chloride 10 mEq/100 mL NS IVPB,potassium chloride,288
potassium chloride 10 mEq/100 mL NS IVPB,potassium chloride in NS,2634
potassium chloride 10 mEq/5 mL (2mEq/mL) inj,potassium chloride,11
potassium chloride 20 mEq/50 mL NS IVPB,potassium chloride,8
potassium chloride 20 mEq/50 mL NS IVPB,potassium chloride/NS,3608
potassium chloride 40 mEq/500 mL NS Premix,potassium chloride,1626
rasburicase 1.5 mg inj,rasburicase,1582
ravulizumab-cwvz 300 mg/30mL inj,ravulizumab,1
remdesivir 100 mg / 20 mL inj,remdesivir,28719
remdesivir 100 mg/250 mL IVPB,remdesivir,1594
riTUXimab (Rituxan) 100 mg inj,riTUXimab,20
riTUXimab (Rituxan) 100 mg inj,riTUXimab (Rituxan),27
riTUXimab (Rituxan) 500 mg inj,riTUXimab,17
riTUXimab (Rituxan) 500 mg inj,riTUXimab (Rituxan),11
riTUXimab 100 mg inj,RiTUXimab,527
riTUXimab 100 mg inj,riTUXimab,3246
riTUXimab 500 mg inj,riTUXimab,233
riTUXimab 500 mg inj,rituximab,21
riTUXimab-abbs (Truxima) 100 mg inj,riTUXimab-abbs,412
riTUXimab-abbs (Truxima) 100 mg inj,riTUXimab-abbs (Truxima),591
riTUXimab-abbs (Truxima) 500 mg inj,riTUXimab-abbs,82
riTUXimab-abbs (Truxima) 500 mg inj,riTUXimab-abbs (Truxima),77
sildenafil 10 mg / 12.5 mL inj. neonate syringe,sildenafil,1
sodium bicarbonate 2.5 mEq / 5 mL vial,sodium bicarbonate,49
sodium chloride 0.9% injection 20mL,sodium chloride 0.9%,36
sotrovimab 500 mg/8 mL inj,sotrovimab,8
"syringe, IV","syringe, IV",175
tagraxofusp-erzs 1000 mcg inj,tagraxofusp,15
tedizolid 200 mg inj,tedizolid,8
ticagrelor 60 mg tab,ticagrelor,1
tirofiban 12.5 mg/250 mL NS Drip CATH LAB,tirofiban in ns,2259
tirofiban 250 mcg/mL 15 mL inj CATH LAB,tirofiban,7
tirofiban 5mg/100ml Vial CATH LAB ONLY,tirofiban,9
tranexamic acid 500mg/5mL TOPICAL solution,tranexamic acid,16
trastuzumab dkst 150 mg inj,trastuzumab-dkst (Ogivri),1
trastuzumab-dkst 420 mg inj,trastuzumab-dkst (Ogivri),1
treprostinil diluent 50ml vial,treprostinil diluent,79
vancomycin 125 mg/2.5 mL Oral soln.,vancomycin,1
vancomycin 750 mg/250 mL NS IVPB,vancomycin,228
vancomycin 750 mg/250 mL NS IVPB,vancomycin/ns,326
vasopressin 1 unit/0.05 mL neonate ADD,vasopressin,8
von Willebrand factor recombinant 900-1700 units,von Willebrand factor,8
zzzD5W 250mL (Polyolefin) for chemo,d5w (polyolefin),1
zzzD5W 50 mL IV bag for chemo,d5w,127
zzzD5W 500 mL (Polyolefin) for chemo,d5w (polyolefin) for chemo,19
zzzD5W 500 mL (Polyolefin) for chemo,zzzd5w (polyolefin) for chemo,4
zzzHYDROmorphone PCA/NCA 1 mg/mL /NS syr,HYDROmorphone PCA/NCA 1 mg/ml NS syr,702
zzzHYDROmorphone PCA/NCA 1 mg/mL /NS syr,zzzHYDROmorphone PCA/NCA 1 mg/ml NS syr,2
zzzMethylPREDNISolone 2.5mg/mL/NS neonate syringe,methylPREDNISolone in NS syringe,1
zzzNS 100 mL IV bag for chemo,nacl 0.9%,142
zzzNS 1000 mL IV bag for chemo,ns,70
zzzNS 250 mL IV bag for chemo,nacl 0.9%,373
zzzNS 250mL (Polyolefin) for chemo,nacl 0.9% (polyolefin),5
zzzNS 500mL (Polyolefin) for chemo,nacl 0.9% (polyolefin),110
zzzPRMX ketamine 400 mg Drip DBL (FOR ICU),ketamine drip,86
zzzQuinidine Gluc 80 mg/mL 10mL inj,quiNIDine,562
zzzcisatracurium 2 mg/mL 5 mL inj,cisatracurium,36
zzzondansetron 4 mg/2 mL inj..,ondansetron,2
zzzondansetron 4 mg/2 mL inj..,zzzondansetron,6
zzzondansetron 4 mg/2 mL inj..,zzzondansetron..,2
