med_name,is_fluids,fluid_type,med_class,med_subclass,formulary_name,med_action_dose_unit,volume_given,count,volume_unit,volume_numeric,primary_amount,amount_unit,amount_numeric,concentration,is_infusion,is_anesthesia,med_name_generic
acetaZOLAMIDE,FALSE,Medication,diuretic,other,AcetaZOLAMIDE 250 mg tab,Not Recorded,none,1,,,250.0 mg,mg,250,none,FALSE,FALSE,acetaZOLAMIDE
acetaZOLAMIDE,FALSE,Medication,diuretic,other,AcetaZOLAMIDE 500 mg inj,Not Recorded,none,10966,,,500.0 mg,mg,500,none,FALSE,FALSE,acetaZOLAMIDE
,,,,,Acetaminophen 100 mg/mL Ped liq BULK btl.,Not Recorded,none,1,,,100.0 mg,mg,100,none,TRUE,FALSE,
acetaminophen,FALSE,Medication,analgesic,non-opioid,Acetaminophen 1000mg/100mL IVPB,Not Recorded,100.0 mL,94592,mL,100,1000.0 mg,mg,1000,1000.0 mg/100.0 ML,TRUE,FALSE,acetaminophen
,,,,,Acetaminophen 100mg/mL Ped oral syringe,Not Recorded,none,1,,,100.0 mg,mg,100,none,FALSE,FALSE,
acetaminophen,FALSE,Medication,analgesic,non-opioid,Acetaminophen 120 mg supp,Not Recorded,none,1,,,120.0 mg,mg,120,none,FALSE,FALSE,acetaminophen
acetaminophen,FALSE,Medication,analgesic,non-opioid,Acetaminophen 160 mg/5 mL liq. 120mL,Not Recorded,5.0 mL,2,mL,5,160.0 mg,mg,160,160.0 mg/5.0 ML,TRUE,FALSE,acetaminophen
acetaminophen,FALSE,Medication,analgesic,non-opioid,Acetaminophen 325 mg supp,Not Recorded,none,4,,,325.0 mg,mg,325,none,FALSE,FALSE,acetaminophen
acetaminophen,FALSE,Medication,analgesic,non-opioid,Acetaminophen 325 mg tab,Not Recorded,none,531,,,325.0 mg,mg,325,none,FALSE,FALSE,acetaminophen
acetaminophen,FALSE,Medication,analgesic,non-opioid,Acetaminophen 650 mg supp,Not Recorded,none,33,,,650.0 mg,mg,650,none,FALSE,FALSE,acetaminophen
acetaminophen,FALSE,Medication,analgesic,non-opioid,Acetaminophen 650/20.3  mL liq,Not Recorded,20.3 mL,11,mL,20.3,none,,,none,TRUE,FALSE,acetaminophen
Acetylcholine I-coronary 0.18mcg/mL Low conc. 20mL syringe,FALSE,Medication,other,other,Acetylcholine I-coronary 0.18mcg/mL Low conc. 20mL syringe,Not Recorded,20.0 mL,17,mL,20,0.18 mcg,mcg,0.18,none,FALSE,FALSE,acetylcholine i-cornonary low conc.
Acetylcholine I-coronary 18mcg/mL High conc. 20mL syringe,FALSE,Medication,other,other,Acetylcholine I-coronary 18mcg/mL High conc. 20mL syringe,Not Recorded,20.0 mL,17,mL,20,18.0 mcg,mcg,18,none,FALSE,FALSE,acetylcholine i-cornonary High conc.
,,,,,Acetylcysteine 10% Sol 10 mL,Not Recorded,10.0 mL,1,mL,10,none,,,none,TRUE,FALSE,
acetylcysteine,FALSE,Medication,other,other,Acetylcysteine 20% High dose oral 2000mg,Not Recorded,none,1,,,2000.0 mg,mg,2000,none,FALSE,FALSE,acetylcysteine 20%
acetylcysteine,FALSE,Medication,other,other,Acetylcysteine 20% IV injection,Not Recorded,none,19309,,,none,,,none,FALSE,FALSE,acetylcysteine
acetylcysteine,FALSE,Medication,other,other,Acetylcysteine 20% IV injection,Not Recorded,none,19309,,,none,,,none,FALSE,FALSE,acetylcysteine 20%
acetylcysteine,FALSE,Medication,other,other,Acetylcysteine 20% IV injection,Not Recorded,none,19309,,,none,,,none,FALSE,FALSE,acetylcysteine 20% injection
acetylcysteine,FALSE,Medication,other,other,Acetylcysteine 20% IV injection,Not Recorded,none,6425,,,none,,,none,FALSE,FALSE,acetylcysteine
acetylcysteine,FALSE,Medication,other,other,Acetylcysteine 20% IV injection,Not Recorded,none,6425,,,none,,,none,FALSE,FALSE,acetylcysteine 20%
acetylcysteine,FALSE,Medication,other,other,Acetylcysteine 20% IV injection,Not Recorded,none,6425,,,none,,,none,FALSE,FALSE,acetylcysteine 20% injection
acetylcysteine,FALSE,Medication,other,other,Acetylcysteine 20% IV injection,Not Recorded,none,8956,,,none,,,none,FALSE,FALSE,acetylcysteine
acetylcysteine,FALSE,Medication,other,other,Acetylcysteine 20% IV injection,Not Recorded,none,8956,,,none,,,none,FALSE,FALSE,acetylcysteine 20%
acetylcysteine,FALSE,Medication,other,other,Acetylcysteine 20% IV injection,Not Recorded,none,8956,,,none,,,none,FALSE,FALSE,acetylcysteine 20% injection
acyclovir,FALSE,Medication,anti-infective,antiviral,Acyclovir 1gm inj,Not Recorded,none,11137,,,1.0 gm,gm,1,none,FALSE,FALSE,acyclovir
,,,,,Acyclovir 500 mg inj,Not Recorded,none,169,,,500.0 mg,mg,500,none,FALSE,FALSE,
acyclovir,FALSE,Medication,anti-infective,antiviral,Acyclovir 500mg/10mL inj,Not Recorded,10.0 mL,33954,mL,10,500.0 mg,mg,500,500.0 mg/10.0 ML,FALSE,FALSE,acyclovir
acyclovir,FALSE,Medication,anti-infective,antiviral,Acyclovir 7mg/mL/NS neonate syringe,Not Recorded,none,96,,,7.0 mg,mg,7,none,FALSE,FALSE,acyclovir in NS syringe
acyclovir,FALSE,Medication,anti-infective,antiviral,Acyclovir 800 mg tablet,Not Recorded,none,1,,,800.0 mg,mg,800,none,FALSE,FALSE,acyclovir
,,,,,Adenosine 180 mg/90 mL D5W DBL CATH LAB,Not Recorded,90.0 mL,9,mL,90,180.0 mg,mg,180,180.0 mg/90.0 ML,TRUE,FALSE,
adenosine,FALSE,Medication,antiarrhythmics,other,Adenosine 3 mg/mL inj 20mL for cath lab,Not Recorded,20.0 mL,301,mL,20,3.0 mg,mg,3,none,FALSE,FALSE,adenosine
,,,,,Adenosine 3 mg/mL inj 30mL Nuc Med/CARD MRI,Not Recorded,30.0 mL,2,mL,30,3.0 mg,mg,3,none,FALSE,FALSE,
adenosine,FALSE,Medication,antiarrhythmics,other,Adenosine 3 mg/mL inj 30mL Nuclear Medicine,Not Recorded,30.0 mL,3,mL,30,3.0 mg,mg,3,none,FALSE,FALSE,adenosine
adenosine,FALSE,Medication,antiarrhythmics,other,Adenosine 3mg/mL iv neonate,Not Recorded,none,1,,,3.0 mg,mg,3,none,TRUE,FALSE,adenosine
adenosine,FALSE,Medication,antiarrhythmics,other,Adenosine 5mg/250mL NS CATH LAB,Not Recorded,250.0 mL,236,mL,250,5.0 mg,mg,5,5.0 mg/250.0 ML,TRUE,FALSE,adenosine/ns
adenosine,FALSE,Medication,antiarrhythmics,other,Adenosine 6 mg/2 mL inj,Not Recorded,2.0 mL,4859,mL,2,6.0 mg,mg,6,6.0 mg/2.0 ML,FALSE,FALSE,adenosine
,,,,,Adenosine 90 mg/NS 50mL,Not Recorded,50.0 mL,12,mL,50,90.0 mg,mg,90,none,TRUE,FALSE,
ado-trastuzumab emtansine,FALSE,Medication,other,other,Ado-Trastuzumab emtansine 100mg inj.,Not Recorded,none,1,,,100.0 mg,mg,100,none,FALSE,FALSE,ado-trastuzumab emtansine
Al hydroxide/Mg hydroxide/simethicone,FALSE,Medication,other,other,Al/Mg hydrox/Simeth (Maalox) liq,Not Recorded,none,1,,,none,,,none,TRUE,FALSE,Al/Mg hydrox/Simeth liq
,,,,,Al/Mg hydrox/Simeth (Maalox) liq 30mL UD,Not Recorded,30.0 mL,1,mL,30,none,,,none,TRUE,FALSE,
albumin human,TRUE,Natural Colloid,fluid_electrolyte,other,Albumin 5% 50 mL (2.5gm) inj,Not Recorded,50.0 mL,14,mL,50,2.5 gm,gm,2.5,none,FALSE,FALSE,albumin 5%
albumin human,TRUE,Natural Colloid,fluid_electrolyte,other,Albumin Human 25% 100mL,Not Recorded,100.0 mL,6304,mL,100,none,,,none,TRUE,FALSE,albumin 25%
albumin human,TRUE,Natural Colloid,fluid_electrolyte,other,Albumin Human 25% 50mL,Not Recorded,50.0 mL,77694,mL,50,none,,,none,TRUE,FALSE,albumin 25%
albumin human,TRUE,Natural Colloid,fluid_electrolyte,other,Albumin Human 5% 250 mL,Not Recorded,250.0 mL,75690,mL,250,none,,,none,TRUE,FALSE,albumin 5%
albumin human,TRUE,Natural Colloid,fluid_electrolyte,other,Albumin Human 5% 500 mL (OR USE ONLY),Not Recorded,500.0 mL,50485,mL,500,none,,,none,TRUE,FALSE,albumin 5%
albuterol,FALSE,Medication,other,other,Albuterol 5 mg/mL inhale 20mL soln.,Not Recorded,20.0 mL,1,mL,20,5.0 mg,mg,5,none,FALSE,FALSE,albuterol
albuterol,FALSE,Medication,other,other,Albuterol 70mg (10mg/hr) cont. inhalation,Not Recorded,none,3,,,70.0 mg,mg,70,none,FALSE,FALSE,albuterol inhale
,,,,,Albuterol Aerosol Inhaler,Not Recorded,none,301,,,none,,,none,FALSE,FALSE,
,,,,,Albuterol Aerosol Inhaler (Selfuse),Not Recorded,none,3,,,none,,,none,FALSE,FALSE,
,,,,,Albuterol Aerosol Inhaler (WW),Not Recorded,none,6,,,none,,,none,FALSE,FALSE,
albuterol,FALSE,Medication,other,other,Albuterol CFC free 90 mcg/inh aero,Not Recorded,none,194,,,90.0 mcg,mcg,90,none,FALSE,FALSE,albuterol
,,,,,Albuterol CFC free 90 mcg/inh aero.,Not Recorded,none,3,,,90.0 mcg,mcg,90,none,FALSE,FALSE,
ethanol,FALSE,Medication,other,other,Alcohol (Dehydrated) 1mL inj,Not Recorded,1.0 mL,4,mL,1,none,,,none,FALSE,FALSE,ethyl alcohol
ethanol,FALSE,Medication,other,other,"Alcohol, Ethyl (Dehydrated) 5 mL inj",Not Recorded,5.0 mL,97,mL,5,none,,,none,FALSE,FALSE,"alcohol, ethyl"
aldesleukin,FALSE,Medication,other,other,"Aldesleukin 22,000,000 unit(s) inj",Not Recorded,none,337,,,22000000.0 unit,unit,22000000,none,FALSE,FALSE,aldesleukin
alemtuzumab,FALSE,Medication,other,other,Alemtuzumab 30 mg/mL inj,Not Recorded,none,102,,,30.0 mg,mg,30,none,FALSE,FALSE,alemtuzumab
allopurinol,FALSE,Medication,other,other,Allopurinol 500 mg inj,Not Recorded,none,255,,,500.0 mg,mg,500,none,FALSE,FALSE,allopurinol
ALPRAZolam,FALSE,Medication,sedative,benzodiazepine,Alprazolam 0.5 mg tab,Not Recorded,none,1,,,0.5 mg,mg,0.5,none,FALSE,FALSE,alprazolam
alprostadil,FALSE,Medication,bp_lowering,other,Alprostadil 500 mcg inj,Not Recorded,none,195,,,500.0 mcg,mcg,500,none,FALSE,FALSE,alprostadil
alteplase,FALSE,Medication,other,other,Alteplase 100 mg inj,Not Recorded,none,952,,,100.0 mg,mg,100,none,FALSE,FALSE,"alteplase, t-pa"
alteplase,FALSE,Medication,other,other,Alteplase 100 mg inj ADD,Not Recorded,none,4452,,,100.0 mg,mg,100,none,FALSE,FALSE,"alteplase, t-pa ADD"
alteplase,FALSE,Medication,other,other,Alteplase 1mg/mL for Stroke protocol use only,Not Recorded,none,665,,,1.0 mg,mg,1,none,TRUE,FALSE,alteplase
alteplase,FALSE,Medication,other,other,Alteplase 2 mg inj for drip,Not Recorded,none,2150,,,2.0 mg,mg,2,none,FALSE,FALSE,alteplase for drip
alteplase,FALSE,Medication,other,other,Alteplase 30mg/30mL NS for Chest Tube,Not Recorded,30.0 mL,3,mL,30,30.0 mg,mg,30,30.0 mg/30.0 ML,TRUE,FALSE,alteplase in syringe
alteplase,FALSE,Medication,other,other,Alteplase 50 mg inj,Not Recorded,none,2414,,,50.0 mg,mg,50,none,FALSE,FALSE,alteplase
alteplase,FALSE,Medication,other,other,Alteplase 50 mg inj ADD,Not Recorded,none,354,,,50.0 mg,mg,50,none,FALSE,FALSE,"alteplase, t-pa ADD"
alteplase,FALSE,Medication,other,other,Alteplase Intrathecal/Intravent syringe,Not Recorded,none,9,,,none,,,none,FALSE,FALSE,alteplase intra-thecal syringe
alteplase,FALSE,Medication,other,other,"Alteplase,Cathflo 2 mg inj",Not Recorded,none,42229,,,2.0 mg,mg,2,none,FALSE,FALSE,alteplase
alteplase,FALSE,Medication,other,other,"Alteplase,Cathflo 20mg/20mL syringe for i-arterial",Not Recorded,20.0 mL,41,mL,20,20.0 mg,mg,20,20.0 mg/20.0 ML,FALSE,FALSE,alteplase in syringe
amifostine,FALSE,Medication,other,other,Amifostine 500 mg inj,Not Recorded,none,1,,,500.0 mg,mg,500,none,FALSE,FALSE,amifostine
amikacin,FALSE,Medication,anti-infective,aminoglycosides,Amikacin Nebulized Soln.,Not Recorded,none,1,,,none,,,none,TRUE,FALSE,amikacin
amikacin,FALSE,Medication,anti-infective,aminoglycosides,Amikacin Sulf. 1000mg/4mL inj,Not Recorded,4.0 mL,591,mL,4,1000.0 mg,mg,1000,1000.0 mg/4.0 ML,FALSE,FALSE,amikacin
amikacin,FALSE,Medication,anti-infective,aminoglycosides,Amikacin Sulfate 500 mg/ 2 mL inj,Not Recorded,2.0 mL,1051,mL,2,500.0 mg,mg,500,500.0 mg/2.0 ML,FALSE,FALSE,amikacin
Amino Acid 3% UAC Line Fluid,FALSE,Medication,other,other,Amino Acid 3% UAC Line Fluid,Not Recorded,none,27,,,none,,,none,TRUE,FALSE,amino acid 3% UAC
Amino Acid Injection 50gm/1000ml,TRUE,Parenteral Nutrition,other,other,Amino Acid Injection 50gm/1000ml for Lutathera,Not Recorded,1000.0 mL,701,mL,1000,50.0 gm,gm,50,none,FALSE,FALSE,Amino Acid Injection 50gm/1000ml for Lutathera
,,,,,Amino Acids 10% (Trophamine) 500mL,Not Recorded,500.0 mL,14,mL,500,none,,,none,TRUE,FALSE,
Amino Acids 15% (Clinisol Sulfite-Free),TRUE,Parenteral Nutrition,other,other,Amino Acids 15% (Clinisol) inv. protocol AAA-177Lu-03,Not Recorded,none,38,,,none,,,none,TRUE,FALSE,Amino Acids 15% (Clinisol) inv. protocol AAA-177Lu-03
Amino Acids 3% and Glycerin 3% with Electrolytes (ProcalAmine) intravenous solution,TRUE,Electrolyte Solution,other,other,Amino Acids 3% and Glycerin 3% / Lytes (ProcalAmine) 1000 mL,Not Recorded,1000.0 mL,13791,mL,1000,none,,,none,TRUE,FALSE,Amino acid Lytes 3% / Glycerin 3%
aminocaproic acid,FALSE,Medication,other,other,Aminocaproic 500 mg tab,Not Recorded,none,2,,,500.0 mg,mg,500,none,FALSE,FALSE,aminocaproic acid
aminocaproic acid,FALSE,Medication,other,other,Aminocaproic 5gm/20 mL inj,Not Recorded,20.0 mL,26876,mL,20,5.0 gm,gm,5,none,FALSE,FALSE,aminocaproic acid
aminocaproic acid,FALSE,Medication,other,other,Aminocaproic acid 250mg/mL oral syrup,Not Recorded,none,13,,,250.0 mg,mg,250,none,FALSE,FALSE,aminocaproic acid
aminophylline,FALSE,Medication,other,other,Aminophylline 250 mg/ 10 mL inj,Not Recorded,10.0 mL,4,mL,10,250.0 mg,mg,250,250.0 mg/10.0 ML,FALSE,FALSE,aminophylline
aminophylline,FALSE,Medication,other,other,Aminophylline 500 mg/ 20 mL inj,Not Recorded,20.0 mL,51,mL,20,500.0 mg,mg,500,500.0 mg/20.0 ML,FALSE,FALSE,aminophylline
aminophylline,FALSE,Medication,other,other,Aminophylline 5mg/mL for ped syringe,Not Recorded,none,1,,,5.0 mg,mg,5,none,FALSE,FALSE,aminophylline/ns
parenteral nutrition solution,TRUE,Parenteral Nutrition,other,other,Aminosyn II 10% Solution 2000 mL (amino acid injection),Not Recorded,2000.0 mL,46,mL,2000,none,,,none,FALSE,FALSE,amino acids 10%
,,,,,Amiodarone 150 mg/100 mL Bolus,Not Recorded,100.0 mL,3165,mL,100,150.0 mg,mg,150,150.0 mg/100.0 ML,TRUE,FALSE,
,,,,,Amiodarone 150 mg/100 mL Bolus,Not Recorded,100.0 mL,792,mL,100,150.0 mg,mg,150,150.0 mg/100.0 ML,TRUE,FALSE,
amiodarone,FALSE,Medication,antiarrhythmics,other,Amiodarone 150 mg/100 mL iso-dex Bolus,Not Recorded,100.0 mL,30110,mL,100,150.0 mg,mg,150,150.0 mg/100.0 ML,TRUE,FALSE,amiodarone in iso-dex
amiodarone,FALSE,Medication,antiarrhythmics,other,Amiodarone 150 mg/3 mL inj,Milligrams/Minute,3.0 mL,639678,mL,3,150.0 mg,mg,150,150.0 mg/3.0 ML,FALSE,FALSE,amiodarone
amiodarone,FALSE,Medication,antiarrhythmics,other,Amiodarone 200 mg tab,Not Recorded,none,19,,,200.0 mg,mg,200,none,FALSE,FALSE,amiodarone
amiodarone,FALSE,Medication,antiarrhythmics,other,Amiodarone 450 mg/9 mL inj,Not Recorded,9.0 mL,46967,mL,9,450.0 mg,mg,450,450.0 mg/9.0 ML,FALSE,FALSE,amiodarone
amiodarone,FALSE,Medication,antiarrhythmics,other,Amiodarone 900 mg Drip,Not Recorded,none,24,,,900.0 mg,mg,900,none,TRUE,FALSE,amiodarone 900 mg drip
amobarbital,FALSE,Medication,other,other,Amobarbital 500 mg inj,Not Recorded,none,1,,,500.0 mg,mg,500,none,FALSE,FALSE,amobarbital
amphotericin B liposomal,FALSE,Medication,anti-infective,antifungals,Amphotericin  liposomal  50 mg inj (Ambisome),Not Recorded,none,6039,,,50.0 mg,mg,50,none,FALSE,FALSE,amphotericin b liposome
amphotericin B,FALSE,Medication,anti-infective,antifungals,Amphotericin-B 50 mg inj,Not Recorded,none,19,,,50.0 mg,mg,50,none,FALSE,FALSE,amphotericin B
,,,,,Amphotericin-B 5mg/mL/D5W neonate syringe,Not Recorded,none,1,,,5.0 mg,mg,5,none,FALSE,FALSE,
ampicillin,FALSE,Medication,anti-infective,penicillins,Ampicillin 0.01mg/mL for Desensitization,Not Recorded,none,3,,,0.01 mg,mg,0.01,none,TRUE,FALSE,ampicillin/ns for desensitization
ampicillin,FALSE,Medication,anti-infective,penicillins,Ampicillin 0.1mg/mL for Desensitization,Not Recorded,none,3,,,0.1 mg,mg,0.1,none,TRUE,FALSE,ampicillin/ns for desensitization
ampicillin,FALSE,Medication,anti-infective,penicillins,Ampicillin 10 gm inj,Not Recorded,none,580,,,10.0 gm,gm,10,none,FALSE,FALSE,ampicillin
ampicillin,FALSE,Medication,anti-infective,penicillins,Ampicillin 10mg/mL for Desensitization,Not Recorded,none,3,,,10.0 mg,mg,10,none,TRUE,FALSE,ampicillin/ns for desensitization
ampicillin,FALSE,Medication,anti-infective,penicillins,Ampicillin 1gm IVPB,Not Recorded,none,4442,,,1.0 gm,gm,1,none,TRUE,FALSE,ampicillin in ns
ampicillin,FALSE,Medication,anti-infective,penicillins,Ampicillin 1gm inj,Not Recorded,none,2635,,,1.0 gm,gm,1,none,FALSE,FALSE,ampicillin
ampicillin,FALSE,Medication,anti-infective,penicillins,Ampicillin 2 gm inj,Not Recorded,none,11900,,,2.0 gm,gm,2,none,FALSE,FALSE,ampicillin
ampicillin,FALSE,Medication,anti-infective,penicillins,Ampicillin 250 mg inj,Not Recorded,none,87,,,250.0 mg,mg,250,none,FALSE,FALSE,ampicillin
ampicillin,FALSE,Medication,anti-infective,penicillins,Ampicillin 2gm IVPB,Not Recorded,none,36652,,,2.0 gm,gm,2,none,TRUE,FALSE,ampicillin in ns
ampicillin,FALSE,Medication,anti-infective,penicillins,Ampicillin 500 mg inj,Not Recorded,none,975,,,500.0 mg,mg,500,none,FALSE,FALSE,ampicillin
ampicillin,FALSE,Medication,anti-infective,penicillins,Ampicillin 500mg IVPB,Not Recorded,none,197,,,500.0 mg,mg,500,none,TRUE,FALSE,ampicillin in ns
ampicillin,FALSE,Medication,anti-infective,penicillins,Ampicillin 50mg/mL for Desensitization,Not Recorded,none,3,,,50.0 mg,mg,50,none,TRUE,FALSE,ampicillin/ns for desensitization
ampicillin-sulbactam,FALSE,Medication,anti-infective,penicillins,Ampicillin-Sulbactam  1.5gm inj,Not Recorded,none,3210,,,1.5 gm,gm,1.5,none,FALSE,FALSE,ampicillin-sulbactam
ampicillin-sulbactam,FALSE,Medication,anti-infective,penicillins,Ampicillin-Sulbactam 3gm inj,Not Recorded,none,14266,,,3.0 gm,gm,3,none,FALSE,FALSE,ampicillin-sulbactam
ampicillin-sulbactam,FALSE,Medication,anti-infective,penicillins,Ampicillin/Sulbactam 1.5gm IVPB,Not Recorded,none,8173,,,1.5 gm,gm,1.5,none,TRUE,FALSE,ampicil/sulbact in ns
ampicillin-sulbactam,FALSE,Medication,anti-infective,penicillins,Ampicillin/Sulbactam 3gm  IVPB,Not Recorded,none,103154,,,3.0 gm,gm,3,none,TRUE,FALSE,Ampicil/sulbact in ns
Angiotensin II,FALSE,Medication,pressor,vasopressor,Angiotensin II 2.5mg/ml,ng/kg/min,none,17322,,,2.5 mg,mg,2.5,none,TRUE,FALSE,angiotensin II
anti-thymocyte globulin (rabbit),FALSE,Medication,other,other,Anti-Thymocyte Globulin (Rabbit) 25 mg/5 mL,Not Recorded,5.0 mL,4136,mL,5,25.0 mg,mg,25,25.0 mg/5.0 ML,TRUE,FALSE,anti-thymocyt globulin(rabbit)
anti-thymocyte globulin (rabbit),FALSE,Medication,other,other,Anti-Thymocyte Globulin for study,Not Recorded,none,5,,,none,,,none,TRUE,FALSE,thymocyt glob/PBO p# ITN028A1
anti-thymocyte globulin (rabbit),FALSE,Medication,other,other,Anti-Thymocyte Globulin for study2,Not Recorded,none,3,,,none,,,none,TRUE,FALSE,thymocyt glob p#thymo102700103
,,,,,Anticoagulant Citrate B 500 mL,Not Recorded,500.0 mL,1,mL,500,none,,,none,TRUE,FALSE,
Anticoagulant Citrate Soln,FALSE,Medication,other,other,Anticoagulant Citrate Dextrose A 1000mL,Not Recorded,1000.0 mL,68,mL,1000,none,,,none,TRUE,FALSE,Anticoagulant citrate dext-A
Anticoagulant Citrate Soln,FALSE,Medication,other,other,Anticoagulant Citrate Soln-A 500mL,Not Recorded,500.0 mL,89,mL,500,none,,,none,TRUE,FALSE,anticoagulant citrate dext-A
antihemophilic factor-von Willebrand factor inj,FALSE,Medication,other,other,Antihemophilic factor-von Willebrand factor Bolus,Not Recorded,none,126,,,none,,,none,TRUE,FALSE,antihemophilic factor-von Willebrand in syringe
antihemophilic factor-von Willebrand factor inj,FALSE,Medication,other,other,Antihemophilic factor-von Willebrand factor inj,Not Recorded,none,119,,,none,,,none,FALSE,FALSE,antihemophilic factor-von Willebrand
antithrombin III,FALSE,Medication,other,other,Antithrombin III 500 units bolus,Not Recorded,none,426,,,500.0 unit,unit,500,none,TRUE,FALSE,antithrombin III in syringe
antithrombin III,FALSE,Medication,other,other,Antithrombin III 500 units-bolus,Not Recorded,none,433,,,500.0 unit,unit,500,none,TRUE,FALSE,antithrombin III in syringe
antithrombin III,FALSE,Medication,other,other,Antithrombin III 500 units-bolus,Not Recorded,none,433,,,500.0 unit,unit,500,none,TRUE,FALSE,antithrombin III
antithrombin III,FALSE,Medication,other,other,Antithrombin III 500 units-bolus,Not Recorded,none,15,,,500.0 unit,unit,500,none,TRUE,FALSE,antithrombin III in syringe
antithrombin III,FALSE,Medication,other,other,Antithrombin III 500 units-bolus,Not Recorded,none,15,,,500.0 unit,unit,500,none,TRUE,FALSE,antithrombin III
antithrombin III,FALSE,Medication,other,other,Antithrombin III 500 units-bolus (OR CHARGE),Not Recorded,none,13,,,500.0 unit,unit,500,none,TRUE,FALSE,antithrombin III
antivenin (Crotalidae) polyvalent,FALSE,Medication,other,other,Antivenin (Crotalidae) polyvalent inj,Not Recorded,none,69,,,none,,,none,FALSE,FALSE,"crotalidae, antivenin"
aprepitant,FALSE,Medication,other,other,Aprepitant 125 mg cap,Not Recorded,none,1,,,125.0 mg,mg,125,none,FALSE,FALSE,aprepitant
,,,,,Aprepitant 125 mg-80 mg kit,Not Recorded,none,1,,,125.0 mg,mg,125,none,FALSE,FALSE,
aprepitant,FALSE,Medication,other,other,Aprepitant 40 mg caps,Not Recorded,none,327,,,40.0 mg,mg,40,none,FALSE,FALSE,aprepitant
aprepitant,FALSE,Medication,other,other,Aprepitant 80 mg cap,Not Recorded,none,45,,,80.0 mg,mg,80,none,FALSE,FALSE,aprepitant
argatroban,FALSE,Medication,other,other,Argatroban 250 mg vial,Not Recorded,none,128662,,,250.0 mg,mg,250,none,FALSE,FALSE,argatroban
arginine,FALSE,Medication,other,other,Arginine 10% 300 mL,Not Recorded,300.0 mL,498,mL,300,none,,,none,TRUE,FALSE,arginine 10%
arsenic trioxide,FALSE,Medication,other,other,Arsenic 10mg/10mL inj,Not Recorded,10.0 mL,1009,mL,10,10.0 mg,mg,10,10.0 mg/10.0 ML,FALSE,FALSE,arsenic trioxide
ascorbic acid,FALSE,Medication,vitamin_supplement,other,Ascorbic 500 mg/mL 50 mL inj,Not Recorded,50.0 mL,15274,mL,50,500.0 mg,mg,500,none,FALSE,FALSE,ascorbic acid
ascorbic acid,FALSE,Medication,vitamin_supplement,other,Ascorbic Acid 500 mg tab,Not Recorded,none,2,,,500.0 mg,mg,500,none,FALSE,FALSE,ascorbic acid
,,,,,Ascorbic Acid 500mg inj,Not Recorded,none,9,,,500.0 mg,mg,500,none,FALSE,FALSE,
ascorbic acid,FALSE,Medication,vitamin_supplement,other,Ascorbic acid 500 mg/mL 1mL inj,Not Recorded,1.0 mL,311,mL,1,500.0 mg,mg,500,none,FALSE,FALSE,ascorbic acid
aspirin,FALSE,Medication,analgesic,nsaid,Aspirin 300 mg supp,Not Recorded,none,4,,,300.0 mg,mg,300,none,FALSE,FALSE,aspirin
aspirin,FALSE,Medication,analgesic,nsaid,Aspirin 325 mg tab,Not Recorded,none,33,,,325.0 mg,mg,325,none,FALSE,FALSE,aspirin
aspirin,FALSE,Medication,analgesic,nsaid,Aspirin 600 mg supp,Not Recorded,none,1,,,600.0 mg,mg,600,none,FALSE,FALSE,aspirin
aspirin,FALSE,Medication,analgesic,nsaid,Aspirin 81 mg chew tab,Not Recorded,none,78,,,81.0 mg,mg,81,none,FALSE,FALSE,aspirin chewable
Al hydroxide/ASA/Ca carbonate/Mg hydroxide,FALSE,Medication,other,other,Aspirin Buffered 325 mg tab,Not Recorded,none,43,,,325.0 mg,mg,325,none,FALSE,FALSE,"aspirin, buffered"
aspirin,FALSE,Medication,analgesic,nsaid,Aspirin Buffered 325 mg tab,Not Recorded,none,43,,,325.0 mg,mg,325,none,FALSE,FALSE,"aspirin, buffered"
aspirin,FALSE,Medication,analgesic,nsaid,Aspirin EC 325 mg tab,Not Recorded,none,100,,,325.0 mg,mg,325,none,FALSE,FALSE,aspirin ec
,,,,,Atorvastatin 80 mg tab,Not Recorded,none,1,,,80.0 mg,mg,80,none,FALSE,FALSE,
,,,,,Atracurium 50 mg/5 mL inj,Microgram/Kilogram/Minute,5.0 mL,42,mL,5,50.0 mg,mg,50,50.0 mg/5.0 ML,FALSE,FALSE,
atropine,FALSE,Medication,anticholinergic,other,Atropine 0.4mg/mL 20mL,Not Recorded,20.0 mL,8,mL,20,0.4 mg,mg,0.4,none,TRUE,FALSE,atropine
atropine,FALSE,Medication,anticholinergic,other,Atropine 0.5mg/5mL inj,Not Recorded,5.0 mL,47,mL,5,0.5 mg,mg,0.5,0.5 mg/5.0 ML,FALSE,FALSE,atropine
atropine,FALSE,Medication,anticholinergic,other,Atropine 1 mg/1 mL inj,Not Recorded,1.0 mL,241,mL,1,1.0 mg,mg,1,1.0 mg/1.0 ML,FALSE,FALSE,atropine
atropine,FALSE,Medication,anticholinergic,other,Atropine Sulfate 0.4 mg/ 1mL inj,Not Recorded,1.0 mL,2066,mL,1,0.4 mg,mg,0.4,0.4 mg/1.0 ML,FALSE,FALSE,atropine
atropine,FALSE,Medication,anticholinergic,other,Atropine Sulfate 1 mg/10 mL inj,Not Recorded,10.0 mL,1924,mL,10,1.0 mg,mg,1,1.0 mg/10.0 ML,FALSE,FALSE,atropine sulfate
