Unnamed: 0,formulary_name,med_name_generic,med_action_dose_unit,volume_given,count,volume_unit,volume_numeric,Unnamed: 8,primary_amount,amount_unit,amount_numeric,concentration,is_infusion,is_anesthesia,is_fluids
1479,Pregabalin 75 mg caps,pregabalin,Not Recorded,none,6,,,,75.0 mg,mg,75.0,none,False,False,False
1480,Premix Dextrose 5%,Premix D5W,Not Recorded,none,2550365,,,,none,,,none,True,False,False
1481,Premix Diluent,Premix Diluent,Not Recorded,none,5691785,,,,none,,,none,True,False,False
1482,Premix NS,Premix NS,Not Recorded,none,4643474,,,,none,,,none,True,False,False
1483,"Premix Water, Sterile",Premix Sterile Water,Not Recorded,none,339,,,,none,,,none,True,False,False
1484,Preop famotidine,famotidine,Not Recorded,none,1,,,,none,,,none,True,False,False
1485,PrismaSol B22GK4/0 w/out Calcium soln,prismaSol B22GK4/0,Not Recorded,none,6,,,,none,,,none,True,False,False
1486,Prismasate B22GK4/0 w/o Calcium,prismasate b22gk4/0,Not Recorded,none,1,,,,none,,,none,True,False,False
1487,Prismasate BK 0/3.5 5L bag,Prismasate BK 0/3.5,Not Recorded,5.0 L,11,L,5.0,,none,,,none,True,False,False
1488,Procainamid 1gm/10 mL inj ADD,procainamide add,Milligrams/Minute,10.0 mL,264,mL,10.0,,1.0 gm,gm,1.0,none,False,False,False
1489,Procainamide 1gm/10 mL inj,procainamide,Not Recorded,10.0 mL,45,mL,10.0,,1.0 gm,gm,1.0,none,False,False,False
1490,Procainamide 1gm/2mL inj,procainamide,Not Recorded,2.0 mL,58,mL,2.0,,1.0 gm,gm,1.0,none,False,False,False
1491,Procainamide 1gm/2mL inj ADD,procainamide add..,Milligrams/Minute,2.0 mL,3630,mL,2.0,,1.0 gm,gm,1.0,none,False,False,False
1492,Procainamide 1gm/ns 50mL ivpb for ED use only,procainamide/ns,Not Recorded,50.0 mL,9,mL,50.0,,1.0 gm,gm,1.0,none,True,False,False
1493,Prochlorperazine 10 mg tab,prochlorperazine,Not Recorded,none,6,,,,10.0 mg,mg,10.0,none,False,False,False
1494,Prochlorperazine 10mg/2mL inj for IV use,prochlorperazine,Not Recorded,2.0 mL,88093,mL,2.0,,10.0 mg,mg,10.0,10.0 mg/2.0 ML,False,False,False
1495,Prochlorperazine 5 mg tab,prochlorperazine,Not Recorded,none,1,,,,5.0 mg,mg,5.0,none,False,False,False
1496,Prolastin 1gm inj,alpha 1 proteinase inhibitor,Not Recorded,none,3,,,,1.0 gm,gm,1.0,none,False,False,False
1497,Promethazine 12.5 mg supp,promethazine supp,Not Recorded,none,28,,,,12.5 mg,mg,12.5,none,False,False,False
1498,Promethazine 12.5 mg tab,promethazine tab,Not Recorded,none,1,,,,12.5 mg,mg,12.5,none,False,False,False
1499,Promethazine 12.5mg IV,promethazine inj,Not Recorded,none,145,,,,12.5 mg,mg,12.5,none,True,False,False
1500,Promethazine 25 mg supp,promethazine supp,Not Recorded,none,33,,,,25.0 mg,mg,25.0,none,False,False,False
1501,Promethazine 25 mg tab,promethazine tab,Not Recorded,none,1,,,,25.0 mg,mg,25.0,none,False,False,False
1502,Promethazine 25 mg/1 mL inj,promethazine inj,Not Recorded,1.0 mL,21318,mL,1.0,,25.0 mg,mg,25.0,25.0 mg/1.0 ML,False,False,False
1503,Promethazine 6.25 mg/5 ml 120 mL liq,promethazine,Not Recorded,5.0 mL,3,mL,5.0,,6.25 mg,mg,6.25,6.25 mg/5.0 ML,True,False,False
1504,Propofol 100 mg/ 10 mL Syringe,propofol,Not Recorded,10.0 mL,16,mL,10.0,,100.0 mg,mg,100.0,100.0 mg/10.0 ML,False,False,False
1505,Propofol 200 mg/ 20 mL inj,propofol,Not Recorded,20.0 mL,2341,mL,20.0,,200.0 mg,mg,200.0,200.0 mg/20.0 ML,False,False,False
1506,Propofol 500 mg/50 mL syringe,propofol,Not Recorded,50.0 mL,37,mL,50.0,,500.0 mg,mg,500.0,500.0 mg/50.0 ML,False,False,False
1507,Propranolol 1 mg/1 mL inj,propranolol,Not Recorded,1.0 mL,258,mL,1.0,,1.0 mg,mg,1.0,1.0 mg/1.0 ML,False,False,False
1508,ProtAMINE 10 mg/mL 5 mL inj,protAMINE,Not Recorded,5.0 mL,7201,mL,5.0,,10.0 mg,mg,10.0,none,False,False,False
1509,ProtAMINE 100mg/50ml IVPB,protamine ivpb,Not Recorded,50.0 mL,15,mL,50.0,,100.0 mg,mg,100.0,100.0 mg/50.0 ML,True,False,False
1510,ProtAMINE 10mg/mL 25mL inj,protAMINE,Not Recorded,25.0 mL,224,mL,25.0,,10.0 mg,mg,10.0,none,False,False,False
1511,Protein C Concentrate Human 1000 units/10 mL,Protein C Concentrate Human,Not Recorded,10.0 mL,11,mL,10.0,,1000.0 unit,unit,1000.0,1000.0 unit/10.0 ML,True,False,False
1512,Prothrombin Complex concentrate (Bebulin),prothrombin complex conc.,Not Recorded,none,40,,,,none,,,none,True,False,False
1513,Prothrombin complex (Human) (Kcentra),prothrombin complex,Not Recorded,none,1552,,,,none,,,none,True,False,False
1514,Pyridostigmine 10 mg/2 mL inj,pyridostigmine,Not Recorded,2.0 mL,311,mL,2.0,,10.0 mg,mg,10.0,10.0 mg/2.0 ML,False,False,False
1515,Pyridostigmine 60 mg/5 mL liq 120mL,pyridostigmine,Not Recorded,5.0 mL,1,mL,5.0,,60.0 mg,mg,60.0,60.0 mg/5.0 ML,True,False,False
1516,Pyridoxine 100 mg/1 mL inj,pyridoxine,Not Recorded,1.0 mL,24298,mL,1.0,,100.0 mg,mg,100.0,100.0 mg/1.0 ML,False,False,False
1517,Pyridoxine 100 mg/1mL/NS neonate syringe,pyridoxine in NS syringe,Not Recorded,1.0 mL,1,mL,1.0,,100.0 mg,mg,100.0,100.0 mg/1.0 ML,False,False,False
1518,Pyridoxine 50 mg tab,pyridoxine,Not Recorded,none,1,,,,50.0 mg,mg,50.0,none,False,False,False
1519,REMIfentanil 1 mg inj,REMIfentanil,Not Recorded,none,5088,,,,1.0 mg,mg,1.0,none,False,False,False
1520,REMIfentanil 1000 mcg inj,REMIfentanil,Not Recorded,none,706,,,,1000.0 mcg,mcg,1000.0,none,False,False,False
1521,REMIfentanil 100mcg/2mL syringe,REMIfentanil,Not Recorded,2.0 mL,1,mL,2.0,,100.0 mcg,mcg,100.0,100.0 mcg/2.0 ML,False,False,False
1522,REMIfentanil 2 mg inj,REMIfentanil,Not Recorded,none,10,,,,2.0 mg,mg,2.0,none,False,False,False
1523,RHo (D) immune globulin 1500 intl units/1.3 mL solu,RHo (D) immune globulin,Not Recorded,1.3 mL,32,mL,1.3,,none,,,none,True,False,False
1524,RHo (D) immune globulin 300 mcg (Rhogam IM),RHo (D) immune globulin,Not Recorded,none,7,,,,300.0 mcg,mcg,300.0,none,True,False,False
1525,RHo (D) immune globulin 300 mcg/1.3 mL inj,RHo (D) immune globulin,Not Recorded,1.3 mL,14,mL,1.3,,300.0 mcg,mcg,300.0,300.0 mcg/1.3 ML,False,False,False
1526,RHo (D) immune globulin 300 mcg/2 mL inj,RHo (D) immune globulin,Not Recorded,2.0 mL,26,mL,2.0,,300.0 mcg,mcg,300.0,300.0 mcg/2.0 ML,False,False,False
1527,Ramucirumab 500 mg/50mL inj,ramucirumab,Not Recorded,50.0 mL,2,mL,50.0,,500.0 mg,mg,500.0,500.0 mg/50.0 ML,False,False,False
1528,Ranitidine 50mg/2mL inj,ranitidine,Not Recorded,2.0 mL,226,mL,2.0,,50.0 mg,mg,50.0,50.0 mg/2.0 ML,False,False,False
1529,Rasburicase 7.5 mg inj.,rasburicase,Not Recorded,none,32,,,,7.5 mg,mg,7.5,none,False,False,False
1530,Refresh Classic Ophth Soln 0.4 mL,refresh,Not Recorded,0.4 mL,3,mL,0.4,,none,,,none,True,False,False
1531,Regadenoson 0.4 mg/5 mL inj,regadenoson,Not Recorded,5.0 mL,3200,mL,5.0,,0.4 mg,mg,0.4,0.4 mg/5.0 ML,False,False,False
1532,RifaMPIN 300 mg cap,rifaMPIN,Not Recorded,none,2,,,,300.0 mg,mg,300.0,none,False,False,False
1533,RifaMPIN 3mg/mL/NS neonate syringe,rifaMPIN in NS syringe,Not Recorded,none,1,,,,3.0 mg,mg,3.0,none,False,False,False
1534,RifaMPIN 600 mg inj,rifaMPIN,Not Recorded,none,2587,,,,600.0 mg,mg,600.0,none,False,False,False
1535,Rocuronium 10 mg/mL 10 mL inj,rocuronium,Not Recorded,10.0 mL,2037,mL,10.0,,10.0 mg,mg,10.0,none,False,False,False
1536,Rocuronium 10 mg/mL 5 mL inj,rocuronium,Not Recorded,5.0 mL,8712,mL,5.0,,10.0 mg,mg,10.0,none,False,False,False
1537,Rocuronium 10 mg/mL 5 mL syringe,rocuronium,Not Recorded,5.0 mL,3,mL,5.0,,10.0 mg,mg,10.0,none,False,False,False
1538,Rocuronium 10 mg/mL per mL,rocuronium,Not Recorded,none,8,,,,10.0 mg,mg,10.0,none,True,False,False
1539,Rocuronium 10mg/mL 5mL OR syringe,rocuronium,Not Recorded,5.0 mL,47,mL,5.0,,10.0 mg,mg,10.0,none,False,False,False
1540,Ropivacaine 0.5% 30 mL syringe (EUOSH),ropivacaine 0.5%,Not Recorded,30.0 mL,2,mL,30.0,,none,,,none,False,False,False
1541,Ropivacaine 1% 10mg/mL 20mL,ropivacaine 1%,Not Recorded,20.0 mL,1,mL,20.0,,10.0 mg,mg,10.0,none,True,False,False
1542,Ropivacaine 2 mg/mL 100 mL inj,ropivacaine 0.2%,Not Recorded,100.0 mL,14,mL,100.0,,2.0 mg,mg,2.0,none,False,False,False
1543,Ropivacaine 5 mg/mL 30 mL inj,ropivacaine 0.5%,Not Recorded,30.0 mL,76,mL,30.0,,5.0 mg,mg,5.0,none,False,False,False
1544,Ropivacaine 7.5 mg/mL 20 mL inj,ropivacaine 0.75%,Not Recorded,20.0 mL,2,mL,20.0,,7.5 mg,mg,7.5,none,False,False,False
1545,SJH hyperalimentation 1200-2200mL,hyperalimentation 1200-2200mL,Not Recorded,2200.0 mL,304628,mL,2200.0,,none,,,none,True,False,False
1546,SJH hyperalimentation <1200mL,hyperalimentation <1200mL,Not Recorded,1200.0 mL,13738,mL,1200.0,,none,,,none,True,False,False
1547,SJH hyperalimentation >2200mL,hyperalimentation >2200mL,Not Recorded,2200.0 mL,8387,mL,2200.0,,none,,,none,True,False,False
1548,SMOFlipid 20% 100 mL (Neonate),fat emulsion 20% (SMOFlipid),Not Recorded,100.0 mL,65,mL,100.0,,none,,,none,True,False,False
1549,SMX-TMP 800 mg-160 mg/20 mL suspension,sulfamethoxazole-trimethoprim,Not Recorded,20.0 mL,1,mL,20.0,,800.0 mg,mg,800.0,160.0 mg/20.0 ML,True,False,False
1550,SUMAtriptan 6mg/0.5mL inj,SUMAtriptan succinate,Not Recorded,0.5 mL,3,mL,0.5,,6.0 mg,mg,6.0,6.0 mg/0.5 ML,False,False,False
1551,SUfentanil 100 mcg/2 mL inj,SUfentanil,Not Recorded,2.0 mL,38,mL,2.0,,100.0 mcg,mcg,100.0,100.0 mcg/2.0 ML,False,False,False
1552,SUfentanil 250 mcg/5 mL inj,SUfentanil,Not Recorded,5.0 mL,3,mL,5.0,,250.0 mcg,mcg,250.0,250.0 mcg/5.0 ML,False,False,False
1553,SUfentanil 50 mcg/1 mL inj,SUFentanil,Not Recorded,1.0 mL,8,mL,1.0,,50.0 mcg,mcg,50.0,50.0 mcg/1.0 ML,False,False,False
1554,Sargramustim 250 mcg inj,sargramostim,Not Recorded,none,5,,,,250.0 mcg,mcg,250.0,none,False,False,False
1555,Scopolamine 0.4 mg/ 1 mL inj,scopolamine,Not Recorded,1.0 mL,12,mL,1.0,,0.4 mg,mg,0.4,0.4 mg/1.0 ML,False,False,False
1556,Scopolamine patch,scopolamine,Not Recorded,none,1499,,,,none,,,none,False,False,False
1557,Secretin 16mcg synthetic human,secretin,Not Recorded,none,14,,,,16.0 mcg,mcg,16.0,none,True,False,False
1558,Selenium 400 mcg/10 mL inj,Selenious acid,Not Recorded,10.0 mL,12,mL,10.0,,400.0 mcg,mcg,400.0,400.0 mcg/10.0 ML,False,False,False
1559,Selenium 600 mcg/10 mL inj,Selenious acid,Not Recorded,10.0 mL,1786,mL,10.0,,600.0 mcg,mcg,600.0,600.0 mcg/10.0 ML,False,False,False
1560,Sildenafil 10 mg/12.5 mL inj.,sildenafil,Not Recorded,12.5 mL,877,mL,12.5,,10.0 mg,mg,10.0,10.0 mg/12.5 ML,False,False,False
1561,Siltuximab 400 mg inj,siltuximab,Not Recorded,none,2,,,,400.0 mg,mg,400.0,none,False,False,False
1562,Sincalide 5 mcg inj,sincalide,Not Recorded,none,3,,,,5.0 mcg,mcg,5.0,none,False,False,False
1563,Sirolimus 0.5 mg tab,sirolimus,Not Recorded,none,1,,,,0.5 mg,mg,0.5,none,False,False,False
1564,Sodium  Bicarb. 0.5mEq/1mL neonate syringe,sod. bicarbonate in syringe,Not Recorded,1.0 mL,2,mL,1.0,,0.5 mEq,mEq,0.5,0.5 mEq/1.0 ML,False,False,False
1565,Sodium  Bicarbonate 0.25mEq/1mL neonate syringe,sod bicarbonate in syringe,Not Recorded,1.0 mL,6,mL,1.0,,0.25 mEq,mEq,0.25,0.25 mEq/1.0 ML,False,False,False
1566,Sodium  Bicarbonate 0.5meq/mL neonate syringe,sod bicarbonate,Not Recorded,none,11,,,,0.5 mEq,mEq,0.5,none,False,False,False
1567,Sodium  Bicarbonate 2.5 mEq/5mL inj,sod bicarbonate inj,Not Recorded,5.0 mL,15,mL,5.0,,2.5 mEq,mEq,2.5,2.5 mEq/5.0 ML,False,False,False
1568,Sodium  Bicarbonate 5 mEq/10mL syringe,sod bicarbonate inj,Not Recorded,10.0 mL,36,mL,10.0,,5.0 mEq,mEq,5.0,5.0 mEq/10.0 ML,False,False,False
1569,Sodium Acetate 2 mEq/mL 20 mL inj,sodium acetate,Not Recorded,20.0 mL,608,mL,20.0,,2.0 mEq,mEq,2.0,none,False,False,False
1570,Sodium Acetate 2 mEq/mL inj,sodium acetate,Not Recorded,none,6119,,,,2.0 mEq,mEq,2.0,none,False,False,False
1571,Sodium Bicarb 10 mEq/10 mL  inj,sodium bicarbonate,Not Recorded,10.0 mL,188,mL,10.0,,10.0 mEq,mEq,10.0,10.0 mEq/10.0 ML,False,False,False
1572,Sodium Bicarb 50 mEq/50 mL  vial,sodium bicarbonate,Not Recorded,50.0 mL,240162,mL,50.0,,50.0 mEq,mEq,50.0,50.0 mEq/50.0 ML,True,False,False
1573,Sodium Bicarb 50 mEq/50 mL ADD,sodium bicarbonate,Not Recorded,50.0 mL,28571,mL,50.0,,50.0 mEq,mEq,50.0,50.0 mEq/50.0 ML,True,False,False
1574,Sodium Bicarb 50 mEq/50 mL vial CMPD,sodium bicarbonate,Not Recorded,50.0 mL,980,mL,50.0,,50.0 mEq,mEq,50.0,50.0 mEq/50.0 ML,True,False,False
1575,Sodium Bicarb 50 mEq/50mL syringe,sodium bicarbonate,Not Recorded,50.0 mL,170249,mL,50.0,,50.0 mEq,mEq,50.0,50.0 mEq/50.0 ML,False,False,False
1576,Sodium Bicarbonate 650 mg tab,sodium bicarbonate,Not Recorded,none,1,,,,650.0 mg,mg,650.0,none,False,False,False
1577,Sodium Chloride 0.9% (50mL vial) for Remodulin,ns 50mL vial,Not Recorded,50.0 mL,4,mL,50.0,,none,,,none,True,False,False
1578,Sodium Chloride 0.9% 5mL Flush syr. (neonate),sodium chloride flush,Not Recorded,5.0 mL,43,mL,5.0,,none,,,none,False,False,False
1579,Sodium Chloride 3% 4mL inhalation soln.,sodium chloride 3%,Not Recorded,4.0 mL,1,mL,4.0,,none,,,none,False,False,False
1580,Sodium Glycerophosphate 20mmol/20mL inj,sodium glycerophosphate,Not Recorded,20.0 mL,9183,mL,20.0,,20.0 mmol,mmol,20.0,20.0 mmol/20.0 ML,False,False,False
1581,Sodium Phosphat 3 mm/mL 50 mL inj,sodium phosphate,Not Recorded,50.0 mL,32465,mL,50.0,,none,,,none,False,False,False
1582,Sodium Phosphate 3mmol/ml  15 mL inj,sodium phosphate,Not Recorded,15.0 mL,7914,mL,15.0,,3.0 mmol,mmol,3.0,none,False,False,False
1583,Sodium Tetradecyl sulfate 1% inj,sodium tetradecyl sulfate,Not Recorded,none,1,,,,none,,,none,False,False,False
1584,Sodium Tetradecyl sulfate 3% inj,sodium tetradecyl 3%,Not Recorded,none,1,,,,none,,,none,False,False,False
1585,Sodium Thiosulfate 25% 50 mL inj,sodium thiosulfate 25%,Not Recorded,50.0 mL,832,mL,50.0,,none,,,none,False,False,False
1586,Sodium benzoate-Sodium phenylacetate 10%,sod.benzoate-sod.phenylacetate,Not Recorded,none,56,,,,none,,,none,True,False,False
1587,Standard PAL Line IV fluid,Standard PAL Line fluid,Not Recorded,none,167,,,,none,,,none,True,False,False
1588,Standard UAC Line IV fluid,Standard UAC Line fluid,Not Recorded,none,153,,,,none,,,none,True,False,False
1589,Standard UVC Line IV fluid,Standard UVC Line fluid,Not Recorded,none,101,,,,none,,,none,True,False,False
1590,Sterile/Free Water flush,"water, sterile/free flush",Not Recorded,none,1,,,,none,,,none,True,False,False
1591,Streptomycin 1 gm inj,streptomycin,Not Recorded,none,16,,,,1.0 gm,gm,1.0,none,False,False,False
1592,Streptozocin 1gm inj,streptozocin,Not Recorded,none,4,,,,1.0 gm,gm,1.0,none,False,False,False
1593,Succinylcholine 20 mg/mL OR syringe,succinylcholine,Not Recorded,none,1,,,,20.0 mg,mg,20.0,none,False,False,False
1594,Succinylcholine 200 mg/10 mL inj,succinylcholine,Not Recorded,10.0 mL,2193,mL,10.0,,200.0 mg,mg,200.0,200.0 mg/10.0 ML,False,False,False
1595,Succinylcholine 200 mg/10 ml syringe (EUOSH),succinylcholine,Not Recorded,10.0 mL,1,mL,10.0,,200.0 mg,mg,200.0,200.0 mg/10.0 ML,False,False,False
1596,Succinylcholine 200mg syr for pyxis,succinylchloline,Not Recorded,none,6,,,,200.0 mg,mg,200.0,none,False,False,False
1597,Succinylcholine 20mg/mL 10mL syringe,succinylcholine,Not Recorded,10.0 mL,20,mL,10.0,,20.0 mg,mg,20.0,none,False,False,False
1598,Succinylcholine 20mg/mL 5mL syringe,succinylcholine,Not Recorded,5.0 mL,3,mL,5.0,,20.0 mg,mg,20.0,none,False,False,False
1599,Succinylcholine 20mg/ml 10ml OR syringe,succinylcholine,Not Recorded,10.0 mL,11,mL,10.0,,20.0 mg,mg,20.0,none,False,False,False
1600,Succinylcholine 60 mg/3 mL syringe,succinylcholine,Not Recorded,3.0 mL,1,mL,3.0,,60.0 mg,mg,60.0,60.0 mg/3.0 ML,False,False,False
1601,Sugammadex 200 mg/2mL inj,sugammadex,Not Recorded,2.0 mL,52,mL,2.0,,200.0 mg,mg,200.0,200.0 mg/2.0 ML,False,False,False
1602,Sugammadex 500 mg/5mL inj,sugammadex,Not Recorded,5.0 mL,29,mL,5.0,,500.0 mg,mg,500.0,500.0 mg/5.0 ML,False,False,False
1603,Sulfamethoxazole-Trimethoprim 80mg-16  mg/mL 10mL inj,sulfamethoxazole-trimethoprim,Not Recorded,10.0 mL,4178,mL,10.0,,80.0 mg,mg,80.0,none,False,False,False
1604,Sulfamethoxazole-Trimethoprim 80mg-16 mg/mL inj,sulfamethoxazole-trimethoprim,Not Recorded,none,4343,,,,80.0 mg,mg,80.0,none,False,False,False
1605,"Syringe, chemo","Syringe, chemo",Not Recorded,none,42,,,,none,,,none,False,False,False
1606,TACRolimus 0.5 mg cap,TACRolimus,Not Recorded,none,61,,,,0.5 mg,mg,0.5,none,False,False,False
1607,TACRolimus 1 mg cap,TACRolimus,Not Recorded,none,7,,,,1.0 mg,mg,1.0,none,False,False,False
1608,TACRolimus 5mg inj,TACRolimus,Not Recorded,none,21146,,,,5.0 mg,mg,5.0,none,False,False,False
1609,TBO-filgrastim 300 mcg/0.5 mL inj,TBO-filgrastim,Not Recorded,0.5 mL,2,mL,0.5,,300.0 mcg,mcg,300.0,300.0 mcg/0.5 ML,False,False,False
1610,TIGEcycline 50 mg inj,TIGEcycline,Not Recorded,none,3190,,,,50.0 mg,mg,50.0,none,False,False,False
1611,TOPOtecan 4 mg/ 4 mL inj,TOPOtecan,Not Recorded,4.0 mL,19,mL,4.0,,4.0 mg,mg,4.0,4.0 mg/4.0 ML,False,False,False
1612,Tamsulosin 0.4  mg cap,tamsulosin,Not Recorded,none,1,,,,0.4 mg,mg,0.4,none,False,False,False
1613,Telavancin 250 mg inj,telavancin,Not Recorded,none,144,,,,250.0 mg,mg,250.0,none,False,False,False
1614,Telavancin 750 mg inj,telavancin,Not Recorded,none,33,,,,750.0 mg,mg,750.0,none,False,False,False
1615,Temsirolimus 25 mg/mL inj.,temsirolimus,Not Recorded,none,1,,,,25.0 mg,mg,25.0,none,False,False,False
1616,Terbutaline 1 mg/1 mL inj,terbutaline,Not Recorded,1.0 mL,16,mL,1.0,,1.0 mg,mg,1.0,1.0 mg/1.0 ML,False,False,False
1617,"Tetanus/Diphtheria/Pertussis, Acel (Tdap) 0.5 mL","tetanus/diphtheria/pertussis, acel (Tdap)",Not Recorded,0.5 mL,1,mL,0.5,,none,,,none,True,False,False
1618,Tetanus/Dipth. Tox. Adsb. 0.5 ml inj,Tetanus/Diptheria toxoid,Not Recorded,0.5 mL,10,mL,0.5,,none,,,none,False,False,False
1619,Tetracaine 1% 2mL inj,tetracaine 1%,Not Recorded,2.0 mL,1,mL,2.0,,none,,,none,False,False,False
1620,Thiamine 100 mg/ml 2mL inj,thiamine,Not Recorded,2.0 mL,174096,mL,2.0,,100.0 mg,mg,100.0,none,False,False,False
1621,Thiamine 100 mg/ml 2mL inj FOR COMPOUNDING USE,thiamine,Not Recorded,2.0 mL,56650,mL,2.0,,100.0 mg,mg,100.0,none,False,False,False
1622,Thiotepa 15 mg inj,thiotepa,Not Recorded,none,80,,,,15.0 mg,mg,15.0,none,False,False,False
1623,Thrombin 5000 unit recombinant powder,thrombin,Not Recorded,none,2,,,,5000.0 unit,unit,5000.0,none,True,False,False
1624,Ticagrelor 90 mg tab,ticagrelor,Not Recorded,none,316,,,,90.0 mg,mg,90.0,none,False,False,False
1625,Ticar/Clav 3.1 IVPB,ticarcillin-clavulanate/ns,Not Recorded,none,110,,,,none,,,none,True,False,False
1626,Tirofiban 50 mcg/ mL 250 mL Drip*,tirofiban/ns,Not Recorded,250.0 mL,143,mL,250.0,,50.0 mcg,mcg,50.0,none,True,False,False
1627,Tobramycin 1.2gm/30ml Bulk Vial,tobramycin,Not Recorded,30.0 mL,3272,mL,30.0,,1.2 gm,gm,1.2,none,True,False,False
1628,Tobramycin 80 mg/ 100 mL NS,tobramycin,Not Recorded,100.0 mL,18,mL,100.0,,80.0 mg,mg,80.0,80.0 mg/100.0 ML,True,False,False
1629,Tobramycin 80 mg/2 mL inj,tobramycin,Not Recorded,2.0 mL,4054,mL,2.0,,80.0 mg,mg,80.0,80.0 mg/2.0 ML,False,False,False
1630,Tobramycin Intermittent Dosing by Pharmacist,tobramycin intermittent dosing,Not Recorded,none,1,,,,none,,,none,True,False,False
1631,Tocilizumab 200 mg/10mL inj,tocilizumab,Not Recorded,10.0 mL,124,mL,10.0,,200.0 mg,mg,200.0,200.0 mg/10.0 ML,False,False,False
1632,Tocilizumab 400 mg/20mL inj,tocilizumab,Not Recorded,20.0 mL,376,mL,20.0,,400.0 mg,mg,400.0,400.0 mg/20.0 ML,False,False,False
1633,Tolterodine 2 mg tab,tolterodine,Not Recorded,none,1,,,,2.0 mg,mg,2.0,none,False,False,False
1634,Tolterodine LA 4 mg cap,tolterodine LA,Not Recorded,none,1,,,,4.0 mg,mg,4.0,none,False,False,False
1635,Topiramate 100 mg tab,topiramate,Not Recorded,none,1,,,,100.0 mg,mg,100.0,none,False,False,False
1636,TraMADOL 50 mg tab,traMADOL,Not Recorded,none,1,,,,50.0 mg,mg,50.0,none,False,False,False
1637,Trabectedin 1mg inj.,trabectedin,Not Recorded,none,75,,,,1.0 mg,mg,1.0,none,False,False,False
1638,Trace Elements 10 mL inj,trace elements,Not Recorded,10.0 mL,124,mL,10.0,,none,,,none,False,False,False
1639,Tranexamic acid 100 mg/mL inj,tranexamic acid,Not Recorded,none,7479,,,,100.0 mg,mg,100.0,none,False,False,False
1640,Tranexamic acid 1000 mg/NS 100mL,tranexamic acid,Not Recorded,100.0 mL,375,mL,100.0,,1000.0 mg,mg,1000.0,none,True,False,False
1641,Tranexamic acid 2gm bolus dose,tranexamic acid,Not Recorded,none,77,,,,2.0 gm,gm,2.0,none,True,False,False
1642,Tranexamic acid 650 mg tab,tranexamic acid,Not Recorded,none,51,,,,650.0 mg,mg,650.0,none,False,False,False
1643,Trastuzumab 150 mg inj,trastuzumab,Not Recorded,none,9,,,,150.0 mg,mg,150.0,none,False,False,False
1644,Trastuzumab 440 mg inj,trastuzumab,Not Recorded,none,12,,,,440.0 mg,mg,440.0,none,False,False,False
1645,Trepostinil 5 mg/mL 20mL inj,treprostinil,Not Recorded,20.0 mL,106,mL,20.0,,5.0 mg,mg,5.0,none,False,False,False
1646,Treprostinil 1 mg/mL 20mL inj,treprostinil,ng/kg/min,20.0 mL,28,mL,20.0,,1.0 mg,mg,1.0,none,False,False,False
1647,Treprostinil 10 mg/mL 20mL,treprostinil,Not Recorded,20.0 mL,29,mL,20.0,,10.0 mg,mg,10.0,none,True,False,False
1648,Treprostinil 2.5 mg/mL 20mL,treprostinil,Not Recorded,20.0 mL,103,mL,20.0,,2.5 mg,mg,2.5,none,True,False,False
1649,Treprostinil 20mg/20mL inj,trepostinil,Not Recorded,20.0 mL,80,mL,20.0,,20.0 mg,mg,20.0,20.0 mg/20.0 ML,False,False,False
1650,Treprostinil 20mg/20mL inj,treprostinil,Not Recorded,20.0 mL,9,mL,20.0,,20.0 mg,mg,20.0,20.0 mg/20.0 ML,False,False,False
1651,Tri-sodium Citrate,sod. citrate-citric acid,Not Recorded,none,15,,,,none,,,none,True,False,False
1652,Triamcinolone acet  40 mg/ 1 mL inj,triamcinolone,Not Recorded,1.0 mL,1,mL,1.0,,40.0 mg,mg,40.0,40.0 mg/1.0 ML,False,False,False
1653,Trimethobenzamide 200 mg/2 mL inj,trimethobenzamide,Not Recorded,2.0 mL,1,mL,2.0,,200.0 mg,mg,200.0,200.0 mg/2.0 ML,False,False,False
1654,Trisodium citrate solution,anticoag. sodium citrate,Not Recorded,none,1,,,,none,,,none,True,False,False
1655,Tromethamine 500 mL  Btl,tromethamine,Not Recorded,500.0 mL,4418,mL,500.0,,none,,,none,True,False,False
1656,Ustekinumab 130mg/26mL inj,ustekinumab,Not Recorded,26.0 mL,14,mL,26.0,,130.0 mg,mg,130.0,130.0 mg/26.0 ML,False,False,False
1657,Valproate 250mg/5mL Liq,valproate,Not Recorded,5.0 mL,3,mL,5.0,,250.0 mg,mg,250.0,250.0 mg/5.0 ML,True,False,False
1658,Valproate Sodium 500 mg/ 5 mL inj,valproate,Not Recorded,5.0 mL,21497,mL,5.0,,500.0 mg,mg,500.0,500.0 mg/5.0 ML,False,False,False
1659,Vancomycin 125 mg cap,vancomycin,Not Recorded,none,1,,,,125.0 mg,mg,125.0,none,False,False,False
1660,Vancomycin 1250mg/ NS 250mL IVPB,vancomycin/ns,Not Recorded,250.0 mL,17506,mL,250.0,,1250.0 mg,mg,1250.0,none,True,False,False
1661,Vancomycin 1250mg/NS 250mL IVPB,vancomycin/ns,Not Recorded,250.0 mL,105411,mL,250.0,,1250.0 mg,mg,1250.0,none,True,False,False
1662,Vancomycin 1500mg/500ml NS ivpb,vancomycin in ns,Not Recorded,500.0 mL,39672,mL,500.0,,1500.0 mg,mg,1500.0,1500.0 mg/500.0 ML,True,False,False
